ArchiveDate,Adult_Child,Speciality,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
28/04/2022,Adult,Cardiology,"2,107",700,226,219,"3,252"
28/04/2022,Adult,Clinical Immunology,148,13,0,17,178
28/04/2022,Adult,Dental Surgery,42,11,4,2,59
28/04/2022,Adult,Dermatology,767,160,49,64,"1,040"
28/04/2022,Adult,Endocrinology,26,4,9,4,43
28/04/2022,Adult,Gastro-Enterology,313,83,50,94,540
28/04/2022,Adult,Gastro-Intestinal Surgery,213,76,51,121,461
28/04/2022,Adult,General Medicine,204,33,30,31,298
28/04/2022,Adult,General Surgery,"7,393","2,922",959,"1,755","13,029"
28/04/2022,Adult,Gynaecology,"3,387","1,337",456,595,"5,775"
28/04/2022,Adult,Haematology,28,0,2,0,30
28/04/2022,Adult,Hepato-Biliary Surgery,29,8,4,24,65
28/04/2022,Adult,Maxillo-Facial,394,138,84,220,836
28/04/2022,Adult,Nephrology,46,2,0,2,50
28/04/2022,Adult,Neurology,154,58,14,102,328
28/04/2022,Adult,Neurosurgery,315,162,55,55,587
28/04/2022,Adult,Oncology,28,2,0,2,32
28/04/2022,Adult,Ophthalmology,"5,968","1,482",451,654,"8,555"
28/04/2022,Adult,Oral Surgery,217,105,82,130,534
28/04/2022,Adult,Orthopaedics,"6,550","1,895",863,"1,709","11,017"
28/04/2022,Adult,Otolaryngology (ENT),"2,486",701,247,538,"3,972"
28/04/2022,Adult,Pain Relief,"2,636","1,009",545,650,"4,840"
28/04/2022,Adult,Plastic Surgery,"2,446",934,457,913,"4,750"
28/04/2022,Adult,Radiology,31,9,4,4,48
28/04/2022,Adult,Respiratory Medicine,422,81,22,51,576
28/04/2022,Adult,Rheumatology,178,93,40,16,327
28/04/2022,Adult,Small Volume Specialties,19,2,2,2,25
28/04/2022,Adult,Urology,"5,547","1,339",518,"1,099","8,503"
28/04/2022,Adult,Vascular Surgery,842,274,92,209,"1,417"
28/04/2022,Child,Cardio-Thoracic Surgery,49,17,4,2,72
28/04/2022,Child,Clinical Immunology,223,45,5,7,280
28/04/2022,Child,Dental Surgery,103,54,38,67,262
28/04/2022,Child,General Surgery,186,50,10,24,270
28/04/2022,Child,Immunology,30,36,27,2,95
28/04/2022,Child,Maxillo-Facial,59,26,8,11,104
28/04/2022,Child,Ophthalmology,319,162,80,77,638
28/04/2022,Child,Oral Surgery,29,4,2,2,37
28/04/2022,Child,Orthopaedics,340,79,21,35,475
28/04/2022,Child,Otolaryngology (ENT),434,60,16,29,539
28/04/2022,Child,Paed Cardiology,150,31,18,33,232
28/04/2022,Child,Paed Endocrinology,16,11,7,22,56
28/04/2022,Child,Paed Gastro-Enterol,35,4,2,0,41
28/04/2022,Child,Paed Metabolic Medicine,14,10,4,0,28
28/04/2022,Child,Paed Orthopaedic,340,239,132,224,935
28/04/2022,Child,Paediatric Dermatology,29,13,9,11,62
28/04/2022,Child,Paediatric ENT,264,100,57,112,533
28/04/2022,Child,Paediatric Neurology,17,2,4,7,30
28/04/2022,Child,Paediatric Neurosurgery,15,2,2,2,21
28/04/2022,Child,Paediatric Radiology,16,20,17,27,80
28/04/2022,Child,Paediatric Respiratory Medicine,252,456,281,347,"1,336"
28/04/2022,Child,Paediatric Surgery,270,95,52,53,470
28/04/2022,Child,Paediatric Urology,134,74,87,124,419
28/04/2022,Child,Paediatrics,122,43,27,23,215
28/04/2022,Child,Plastic Surgery,196,83,32,66,377
28/04/2022,Child,Rheumatology,25,12,6,23,65
28/04/2022,Child,Small Volume Specialties,48,12,8,2,69
28/04/2022,Child,Urology,149,52,20,33,254
26/05/2022,Adult,Anaesthetics,90,4,0,0,94
26/05/2022,Adult,Breast Surgery,95,32,15,38,181
26/05/2022,Adult,Cardio-Thoracic Surgery,231,63,13,33,340
26/05/2022,Adult,Cardiology,"2,126",678,205,229,"3,238"
26/05/2022,Adult,Clinical Immunology,151,27,2,17,197
26/05/2022,Adult,Dental Surgery,42,12,4,2,61
26/05/2022,Adult,Dermatology,817,186,43,67,"1,113"
26/05/2022,Adult,Endocrinology,37,9,9,4,59
26/05/2022,Adult,Gastro-Enterology,321,89,35,93,538
26/05/2022,Adult,Gastro-Intestinal Surgery,215,66,50,131,462
26/05/2022,Adult,General Medicine,190,47,14,26,278
26/05/2022,Adult,General Surgery,"7,210","2,922",968,"1,650","12,750"
26/05/2022,Adult,Gynaecology,"3,469","1,287",471,535,"5,762"
26/05/2022,Adult,Haematology,34,0,2,0,36
26/05/2022,Adult,Hepato-Biliary Surgery,28,6,6,18,59
26/05/2022,Adult,Maxillo-Facial,426,147,87,222,882
26/05/2022,Adult,Nephrology,37,2,0,2,41
26/05/2022,Adult,Neurology,147,55,14,87,303
26/05/2022,Adult,Neurosurgery,328,195,57,38,618
26/05/2022,Adult,Oncology,31,2,0,2,36
26/05/2022,Adult,Ophthalmology,"5,821","1,623",454,647,"8,545"
26/05/2022,Adult,Oral Surgery,244,93,88,129,554
26/05/2022,Adult,Orthopaedics,"6,427","1,846",765,"1,655","10,693"
26/05/2022,Adult,Otolaryngology (ENT),"2,663",747,243,511,"4,164"
26/05/2022,Adult,Pain Relief,"2,596","1,192",441,504,"4,733"
26/05/2022,Adult,Plastic Surgery,"2,551",989,460,938,"4,938"
26/05/2022,Adult,Radiology,24,9,4,4,42
26/05/2022,Adult,Respiratory Medicine,453,93,27,46,619
26/05/2022,Adult,Rheumatology,200,111,35,11,357
26/05/2022,Adult,Small Volume Specialties,9,6,2,2,19
26/05/2022,Adult,Urology,"5,697","1,421",495,"1,015","8,628"
26/05/2022,Adult,Vascular Surgery,862,295,79,203,"1,439"
26/05/2022,Child,Cardio-Thoracic Surgery,63,19,4,0,86
26/05/2022,Child,Clinical Immunology,197,60,7,0,264
26/05/2022,Child,Dental Surgery,136,47,35,62,280
26/05/2022,Child,General Surgery,184,46,10,22,262
26/05/2022,Child,Immunology,30,37,27,2,96
26/05/2022,Child,Maxillo-Facial,60,33,10,9,112
26/05/2022,Child,Ophthalmology,347,175,84,75,681
26/05/2022,Child,Oral Surgery,39,4,2,5,50
26/05/2022,Child,Orthopaedics,315,104,24,35,478
26/05/2022,Child,Otolaryngology (ENT),481,62,24,29,596
26/05/2022,Child,Paed Cardiology,159,30,15,25,229
26/05/2022,Child,Paed Orthopaedic,356,216,117,203,892
26/05/2022,Child,Paediatric Dermatology,15,8,9,5,37
26/05/2022,Child,Paediatric ENT,252,78,42,99,471
26/05/2022,Child,Paediatric Infectious Diseases,19,2,0,0,21
26/05/2022,Child,Paediatric Neurology,15,2,4,0,21
26/05/2022,Child,Paediatric Neurosurgery,24,2,2,2,30
26/05/2022,Child,Paediatric Radiology,11,19,8,8,46
26/05/2022,Child,Paediatric Respiratory Medicine,294,428,323,372,"1,417"
26/05/2022,Child,Paediatric Surgery,237,86,37,46,406
26/05/2022,Child,Paediatric Urology,124,76,84,131,415
26/05/2022,Child,Paediatrics,129,38,28,18,213
26/05/2022,Child,Plastic Surgery,208,92,36,63,399
26/05/2022,Child,Rheumatology,29,11,6,24,70
26/05/2022,Child,Small Volume Specialties,58,30,4,0,91
26/05/2022,Child,Urology,144,58,18,27,247
30/06/2022,Adult,Anaesthetics,71,4,0,0,75
30/06/2022,Adult,Breast Surgery,103,34,11,32,181
30/06/2022,Adult,Cardio-Thoracic Surgery,224,50,17,31,322
30/06/2022,Adult,Cardiology,"1,994",505,154,240,"2,893"
30/06/2022,Adult,Clinical Immunology,142,51,0,2,195
30/06/2022,Adult,Dental Surgery,41,13,4,4,63
30/06/2022,Adult,Dermatology,914,167,51,42,"1,174"
30/06/2022,Adult,Endocrinology,33,16,9,4,62
30/06/2022,Adult,Gastro-Enterology,327,69,38,93,527
30/06/2022,Adult,Gastro-Intestinal Surgery,249,70,48,134,501
30/06/2022,Adult,General Medicine,155,67,17,24,264
30/06/2022,Adult,General Surgery,"7,438","2,716","1,009","1,570","12,733"
30/06/2022,Adult,Gynaecology,"3,515","1,290",449,493,"5,747"
30/06/2022,Adult,Haematology,26,0,0,2,28
30/06/2022,Adult,Hepato-Biliary Surgery,29,9,4,4,47
30/06/2022,Adult,Maxillo-Facial,543,143,76,232,994
30/06/2022,Adult,Nephrology,36,0,2,2,40
30/06/2022,Adult,Neurology,169,54,16,87,326
30/06/2022,Adult,Neurosurgery,351,189,76,36,652
30/06/2022,Adult,Oncology,25,2,0,0,27
30/06/2022,Adult,Ophthalmology,"6,410","1,534",414,631,"8,989"
30/06/2022,Adult,Oral Surgery,251,113,84,126,575
30/06/2022,Adult,Orthopaedics,"6,649","1,748",595,"1,531","10,523"
30/06/2022,Adult,Otolaryngology (ENT),"2,675",780,241,486,"4,182"
30/06/2022,Adult,Pain Relief,"2,757","1,156",426,441,"4,781"
30/06/2022,Adult,Plastic Surgery,"2,606","1,021",411,931,"4,969"
30/06/2022,Adult,Radiology,36,6,4,2,49
30/06/2022,Adult,Respiratory Medicine,465,181,16,53,715
30/06/2022,Adult,Rheumatology,169,97,10,0,276
30/06/2022,Adult,Small Volume Specialties,6,6,2,0,15
30/06/2022,Adult,Urology,"5,980","1,405",518,981,"8,884"
30/06/2022,Adult,Vascular Surgery,916,307,69,205,"1,497"
30/06/2022,Child,Cardio-Thoracic Surgery,71,15,4,0,90
30/06/2022,Child,Clinical Immunology,184,91,12,2,289
30/06/2022,Child,Dental Surgery,134,38,41,54,267
30/06/2022,Child,General Surgery,185,52,8,18,264
30/06/2022,Child,Immunology,44,32,26,2,104
30/06/2022,Child,Maxillo-Facial,57,37,9,8,111
30/06/2022,Child,Ophthalmology,364,179,73,75,691
30/06/2022,Child,Oral Surgery,47,4,4,2,58
30/06/2022,Child,Orthopaedics,355,108,28,32,523
30/06/2022,Child,Otolaryngology (ENT),603,60,27,17,707
30/06/2022,Child,Paed Cardiology,167,35,14,22,238
30/06/2022,Child,Paed Endocrinology,11,10,0,0,21
30/06/2022,Child,Paed Orthopaedic,334,211,100,163,808
30/06/2022,Child,Paediatric Dermatology,15,6,4,2,27
30/06/2022,Child,Paediatric ENT,280,72,34,81,467
30/06/2022,Child,Paediatric Infectious Diseases,20,2,0,0,22
30/06/2022,Child,Paediatric Neurology,17,2,4,0,23
30/06/2022,Child,Paediatric Neurosurgery,25,2,2,2,31
30/06/2022,Child,Paediatric Radiology,9,22,10,0,41
30/06/2022,Child,Paediatric Respiratory Medicine,343,391,306,379,"1,419"
30/06/2022,Child,Paediatric Surgery,227,92,32,39,390
30/06/2022,Child,Paediatric Urology,102,85,59,121,367
30/06/2022,Child,Paediatrics,117,32,31,14,194
30/06/2022,Child,Plastic Surgery,220,97,29,65,411
30/06/2022,Child,Rheumatology,26,12,6,26,71
30/06/2022,Child,Small Volume Specialties,56,25,4,0,85
30/06/2022,Child,Urology,150,54,12,28,244
28/07/2022,Adult,Anaesthetics,58,2,0,0,60
28/07/2022,Adult,Breast Surgery,110,33,17,29,189
28/07/2022,Adult,Cardio-Thoracic Surgery,250,48,19,30,347
28/07/2022,Adult,Cardiology,"1,944",402,122,164,"2,632"
28/07/2022,Adult,Clinical Immunology,147,60,0,0,207
28/07/2022,Adult,Dental Surgery,35,11,2,4,51
28/07/2022,Adult,Dermatology,854,160,53,27,"1,094"
28/07/2022,Adult,Endocrinology,35,15,8,4,61
28/07/2022,Adult,Gastro-Enterology,297,66,40,93,496
28/07/2022,Adult,Gastro-Intestinal Surgery,258,77,47,129,511
28/07/2022,Adult,General Medicine,146,54,16,21,237
28/07/2022,Adult,General Surgery,"7,601","2,602","1,056","1,545","12,804"
28/07/2022,Adult,Gynaecology,"3,550","1,198",480,463,"5,691"
28/07/2022,Adult,Haematology,29,0,0,2,31
28/07/2022,Adult,Hepato-Biliary Surgery,22,12,9,11,53
28/07/2022,Adult,Maxillo-Facial,669,135,71,230,"1,105"
28/07/2022,Adult,Nephrology,32,2,2,2,38
28/07/2022,Adult,Neurology,181,39,17,83,320
28/07/2022,Adult,Neurosurgery,361,198,90,40,689
28/07/2022,Adult,Oncology,30,2,0,0,32
28/07/2022,Adult,Ophthalmology,"6,458","1,547",423,625,"9,053"
28/07/2022,Adult,Oral Surgery,261,114,95,129,599
28/07/2022,Adult,Orthopaedics,"6,830","1,699",635,"1,487","10,651"
28/07/2022,Adult,Otolaryngology (ENT),"2,705",766,283,479,"4,233"
28/07/2022,Adult,Pain Relief,"2,679","1,034",398,444,"4,555"
28/07/2022,Adult,Plastic Surgery,"2,547",975,446,962,"4,930"
28/07/2022,Adult,Radiology,13,6,4,4,26
28/07/2022,Adult,Respiratory Medicine,471,125,14,39,649
28/07/2022,Adult,Rheumatology,185,100,9,0,294
28/07/2022,Adult,Small Volume Specialties,6,10,4,2,21
28/07/2022,Adult,Urology,"5,795","1,306",524,974,"8,599"
28/07/2022,Adult,Vascular Surgery,875,277,64,198,"1,414"
28/07/2022,Child,Cardio-Thoracic Surgery,67,14,4,0,85
28/07/2022,Child,Clinical Immunology,197,97,6,0,300
28/07/2022,Child,Dental Surgery,122,41,33,47,243
28/07/2022,Child,General Surgery,176,49,12,21,259
28/07/2022,Child,Immunology,46,31,28,2,107
28/07/2022,Child,Maxillo-Facial,60,26,10,8,105
28/07/2022,Child,Ophthalmology,352,172,79,78,682
28/07/2022,Child,Oral Surgery,53,7,4,2,67
28/07/2022,Child,Orthopaedics,363,91,32,29,515
28/07/2022,Child,Otolaryngology (ENT),622,66,25,22,735
28/07/2022,Child,Paed Cardiology,176,37,14,16,243
28/07/2022,Child,Paed Endocrinology,13,6,2,0,22
28/07/2022,Child,Paed Orthopaedic,349,190,97,157,793
28/07/2022,Child,Paediatric Dermatology,19,4,4,2,30
28/07/2022,Child,Paediatric ENT,318,79,28,81,506
28/07/2022,Child,Paediatric Infectious Diseases,18,4,0,0,22
28/07/2022,Child,Paediatric Neurosurgery,23,6,0,2,32
28/07/2022,Child,Paediatric Radiology,6,16,10,6,38
28/07/2022,Child,Paediatric Respiratory Medicine,464,279,244,347,"1,334"
28/07/2022,Child,Paediatric Surgery,247,94,35,42,418
28/07/2022,Child,Paediatric Urology,104,89,58,113,364
28/07/2022,Child,Paediatrics,127,38,23,16,204
28/07/2022,Child,Plastic Surgery,205,101,31,67,404
28/07/2022,Child,Rheumatology,25,13,12,26,77
28/07/2022,Child,Small Volume Specialties,62,25,8,2,97
28/07/2022,Child,Urology,143,52,16,25,236
25/08/2022,Adult,Anaesthetics,64,2,0,0,66
25/08/2022,Adult,Breast Surgery,117,43,14,30,204
25/08/2022,Adult,Cardio-Thoracic Surgery,257,44,18,24,343
25/08/2022,Adult,Cardiology,"1,966",431,125,167,"2,689"
25/08/2022,Adult,Clinical Immunology,142,74,0,0,216
25/08/2022,Adult,Dental Surgery,37,8,4,4,53
25/08/2022,Adult,Dermatology,765,151,47,16,979
25/08/2022,Adult,Endocrinology,27,17,8,7,59
25/08/2022,Adult,Gastro-Enterology,284,69,34,93,480
25/08/2022,Adult,Gastro-Intestinal Surgery,259,90,49,135,533
25/08/2022,Adult,General Medicine,159,55,12,23,249
25/08/2022,Adult,General Surgery,"7,705","2,635","1,073","1,507","12,920"
25/08/2022,Adult,Gynaecology,"3,344","1,174",502,405,"5,425"
25/08/2022,Adult,Haematology,35,0,0,2,37
25/08/2022,Adult,Hepato-Biliary Surgery,21,11,6,4,42
25/08/2022,Adult,Maxillo-Facial,694,157,70,231,"1,152"
25/08/2022,Adult,Neurology,170,28,20,77,295
25/08/2022,Adult,Neurosurgery,338,202,99,57,696
25/08/2022,Adult,Oncology,20,0,2,0,22
25/08/2022,Adult,Ophthalmology,"6,265","1,589",436,571,"8,861"
25/08/2022,Adult,Oral Surgery,231,143,93,132,599
25/08/2022,Adult,Orthopaedics,"6,735","1,897",690,"1,461","10,783"
25/08/2022,Adult,Otolaryngology (ENT),"2,753",912,313,498,"4,476"
25/08/2022,Adult,Pain Relief,"2,367","1,105",376,446,"4,294"
25/08/2022,Adult,Plastic Surgery,"2,429",987,458,963,"4,837"
25/08/2022,Adult,Radiology,16,8,6,4,34
25/08/2022,Adult,Respiratory Medicine,524,79,14,40,657
25/08/2022,Adult,Rheumatology,164,101,23,2,290
25/08/2022,Adult,Small Volume Specialties,21,13,6,2,43
25/08/2022,Adult,Urology,"5,645","1,407",492,968,"8,512"
25/08/2022,Adult,Vascular Surgery,"1,012",289,83,187,"1,571"
25/08/2022,Child,Cardio-Thoracic Surgery,50,11,4,2,68
25/08/2022,Child,Clinical Immunology,186,116,4,0,306
25/08/2022,Child,Dental Surgery,117,54,34,49,255
25/08/2022,Child,General Surgery,192,59,19,18,288
25/08/2022,Child,Immunology,44,31,26,7,108
25/08/2022,Child,Maxillo-Facial,59,32,11,8,111
25/08/2022,Child,Ophthalmology,343,161,53,60,618
25/08/2022,Child,Oral Surgery,54,10,4,2,71
