ArchiveDate,Adult_Child,Speciality,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
29/02/2024,Adult,Otolaryngology (ENT),"3,311","1,391",582,678,"5,962"
29/02/2024,Adult,Pain Relief,"3,785","1,666",370,325,"6,146"
29/02/2024,Adult,Plastic Surgery,"3,226","1,216",535,740,"5,717"
29/02/2024,Adult,Radiology,146,0,2,0,147
29/02/2024,Adult,Respiratory Medicine,539,221,40,107,907
29/02/2024,Adult,Rheumatology,206,59,25,23,313
29/02/2024,Adult,Small Volume Specialties,684,128,21,36,870
29/02/2024,Adult,Urology,"6,174","1,166",364,566,"8,271"
29/02/2024,Adult,Vascular Surgery,"1,371",420,68,61,"1,920"
29/02/2024,Child,Cardio-Thoracic Surgery,82,4,0,2,88
29/02/2024,Child,Clinical Immunology,112,54,77,109,352
29/02/2024,Child,Dental Surgery,114,66,40,52,272
29/02/2024,Child,General Surgery,130,32,17,7,187
29/02/2024,Child,Immunology,57,15,4,15,91
29/02/2024,Child,Maxillo-Facial,68,59,20,31,178
29/02/2024,Child,Ophthalmology,415,325,182,87,"1,009"
29/02/2024,Child,Orthopaedics,107,70,19,5,202
29/02/2024,Child,Otolaryngology (ENT),"1,185",417,98,17,"1,717"
29/02/2024,Child,Paed Cardiology,161,39,12,0,212
29/02/2024,Child,Paed Endocrinology,24,8,4,0,36
29/02/2024,Child,Paed Orthopaedic,366,184,121,189,860
29/02/2024,Child,Paediatric Dermatology,19,4,4,0,27
29/02/2024,Child,Paediatric ENT,512,226,33,32,803
29/02/2024,Child,Paediatric Neurosurgery,21,2,0,0,23
29/02/2024,Child,Paediatric Radiology,8,7,10,30,55
29/02/2024,Child,Paediatric Respiratory Medicine,293,231,136,323,983
29/02/2024,Child,Paediatric Surgery,392,258,93,33,776
29/02/2024,Child,Paediatric Urology,218,149,71,63,501
29/02/2024,Child,Paediatrics,66,16,4,0,86
29/02/2024,Child,Plastic Surgery,287,167,46,48,549
29/02/2024,Child,Rheumatology,20,19,24,12,75
29/02/2024,Child,Small Volume Specialties,336,62,26,19,444
29/02/2024,Child,Urology,193,88,36,10,327
28/03/2024,Adult,Anaesthetics,90,0,0,0,90
28/03/2024,Adult,Breast Surgery,85,38,17,47,187
28/03/2024,Adult,Cardio-Thoracic Surgery,285,58,22,14,379
28/03/2024,Adult,Cardiology,"2,991",607,118,36,"3,752"
28/03/2024,Adult,Clinical Immunology,181,148,95,52,476
28/03/2024,Adult,Dental Surgery,36,2,2,2,43
28/03/2024,Adult,Dermatology,923,94,90,90,"1,198"
28/03/2024,Adult,Gastro-Enterology,275,55,7,4,341
28/03/2024,Adult,Gastro-Intestinal Surgery,380,151,118,148,796
28/03/2024,Adult,General Medicine,62,2,0,0,64
28/03/2024,Adult,General Surgery,"8,077","2,466",994,"1,464","13,002"
28/03/2024,Adult,Gynaecology,"3,829","1,085",299,258,"5,471"
28/03/2024,Adult,Haematology,21,0,0,0,21
28/03/2024,Adult,Hepato-Biliary Surgery,15,12,4,2,32
28/03/2024,Adult,Maxillo-Facial,601,271,172,175,"1,219"
28/03/2024,Adult,Nephrology,19,4,0,0,23
28/03/2024,Adult,Neurology,158,45,6,10,220
28/03/2024,Adult,Neurosurgery,469,217,69,25,779
28/03/2024,Adult,Oncology,48,4,0,0,52
28/03/2024,Adult,Ophthalmology,"5,945","1,939",485,433,"8,803"
28/03/2024,Adult,Orthopaedics,"6,821","1,563",540,579,"9,502"
28/03/2024,Adult,Otolaryngology (ENT),"3,291","1,433",696,685,"6,105"
28/03/2024,Adult,Pain Relief,"3,891","1,679",455,314,"6,339"
28/03/2024,Adult,Plastic Surgery,"3,072","1,246",493,745,"5,556"
28/03/2024,Adult,Radiology,230,2,0,0,232
28/03/2024,Adult,Respiratory Medicine,469,222,52,108,851
28/03/2024,Adult,Rheumatology,174,60,21,26,281
28/03/2024,Adult,Small Volume Specialties,613,94,16,25,748
28/03/2024,Adult,Urology,"6,283","1,253",366,564,"8,467"
28/03/2024,Adult,Vascular Surgery,"1,347",499,73,64,"1,984"
28/03/2024,Child,Cardio-Thoracic Surgery,73,2,2,2,79
28/03/2024,Child,Clinical Immunology,118,44,82,102,346
28/03/2024,Child,Dental Surgery,124,54,41,44,263
28/03/2024,Child,General Surgery,108,19,18,7,152
28/03/2024,Child,Immunology,55,24,4,14,97
28/03/2024,Child,Maxillo-Facial,80,57,24,28,189
28/03/2024,Child,Ophthalmology,422,298,202,94,"1,016"
28/03/2024,Child,Orthopaedics,114,55,22,0,190
28/03/2024,Child,Otolaryngology (ENT),"1,138",473,161,20,"1,793"
28/03/2024,Child,Paed Cardiology,169,46,13,0,228
28/03/2024,Child,Paed Endocrinology,25,10,4,0,39
28/03/2024,Child,Paed Metabolic Medicine,13,5,2,2,22
28/03/2024,Child,Paed Orthopaedic,343,182,126,180,831
28/03/2024,Child,Paediatric Dermatology,20,2,4,0,26
28/03/2024,Child,Paediatric ENT,522,224,41,31,818
28/03/2024,Child,Paediatric Neurosurgery,24,5,0,0,29
28/03/2024,Child,Paediatric Radiology,4,9,10,32,55
28/03/2024,Child,Paediatric Respiratory Medicine,278,214,138,307,937
28/03/2024,Child,Paediatric Surgery,384,225,92,30,731
28/03/2024,Child,Paediatric Urology,219,135,78,60,492
28/03/2024,Child,Paediatrics,89,22,4,0,115
28/03/2024,Child,Plastic Surgery,269,162,71,48,550
28/03/2024,Child,Rheumatology,18,18,24,16,76
28/03/2024,Child,Small Volume Specialties,325,55,17,14,411
28/03/2024,Child,Urology,172,96,33,13,314
25/04/2024,Adult,Anaesthetics,114,0,0,0,114
25/04/2024,Adult,Breast Surgery,89,35,17,48,188
25/04/2024,Adult,Cardio-Thoracic Surgery,312,54,19,13,398
25/04/2024,Adult,Cardiology,"3,022",649,108,33,"3,813"
25/04/2024,Adult,Clinical Immunology,209,160,93,64,526
25/04/2024,Adult,Dermatology,"1,001",106,90,93,"1,289"
25/04/2024,Adult,Gastro-Enterology,321,54,10,4,389
25/04/2024,Adult,Gastro-Intestinal Surgery,352,171,96,169,787
25/04/2024,Adult,General Medicine,23,0,0,0,23
25/04/2024,Adult,General Surgery,"7,967","2,550",977,"1,470","12,965"
25/04/2024,Adult,Gynaecology,"3,682","1,178",277,261,"5,398"
25/04/2024,Adult,Hepato-Biliary Surgery,15,11,4,2,31
25/04/2024,Adult,Maxillo-Facial,580,269,152,176,"1,177"
25/04/2024,Adult,Nephrology,24,4,0,0,28
25/04/2024,Adult,Neurology,171,30,10,12,223
25/04/2024,Adult,Neurosurgery,467,242,79,32,820
25/04/2024,Adult,Oncology,57,2,0,0,59
25/04/2024,Adult,Ophthalmology,"6,010","1,894",461,454,"8,819"
25/04/2024,Adult,Orthopaedics,"6,800","1,792",589,548,"9,730"
25/04/2024,Adult,Otolaryngology (ENT),"3,028","1,556",732,697,"6,012"
25/04/2024,Adult,Pain Relief,"3,719","1,721",403,327,"6,170"
25/04/2024,Adult,Plastic Surgery,"3,109","1,231",513,750,"5,602"
25/04/2024,Adult,Radiology,204,3,0,3,210
25/04/2024,Adult,Respiratory Medicine,523,223,66,113,925
25/04/2024,Adult,Rheumatology,75,53,16,33,177
25/04/2024,Adult,Small Volume Specialties,569,99,18,25,712
25/04/2024,Adult,Urology,"6,176","1,362",352,555,"8,445"
25/04/2024,Adult,Vascular Surgery,"1,448",489,88,72,"2,097"
25/04/2024,Child,Cardio-Thoracic Surgery,62,5,2,0,69
25/04/2024,Child,Clinical Immunology,104,56,59,114,333
25/04/2024,Child,Dental Surgery,143,45,47,47,282
25/04/2024,Child,General Surgery,113,29,19,7,169
25/04/2024,Child,Immunology,37,27,4,14,82
25/04/2024,Child,Maxillo-Facial,90,65,22,25,203
25/04/2024,Child,Ophthalmology,417,314,176,113,"1,021"
25/04/2024,Child,Orthopaedics,111,49,15,2,177
25/04/2024,Child,Otolaryngology (ENT),"1,061",504,141,24,"1,730"
25/04/2024,Child,Paed Cardiology,146,51,10,0,207
25/04/2024,Child,Paed Endocrinology,20,12,4,0,36
25/04/2024,Child,Paed Gastro-Enterol,14,4,2,0,20
25/04/2024,Child,Paed Orthopaedic,347,177,131,171,826
25/04/2024,Child,Paediatric Dermatology,21,4,4,2,31
25/04/2024,Child,Paediatric ENT,561,221,58,33,872
25/04/2024,Child,Paediatric Neurosurgery,27,5,0,0,32
25/04/2024,Child,Paediatric Radiology,6,9,4,36,55
25/04/2024,Child,Paediatric Respiratory Medicine,266,205,141,311,923
25/04/2024,Child,Paediatric Surgery,354,231,110,36,731
25/04/2024,Child,Paediatric Urology,188,123,83,63,457
25/04/2024,Child,Paediatrics,76,20,7,2,105
25/04/2024,Child,Plastic Surgery,291,155,87,51,584
25/04/2024,Child,Rheumatology,14,14,22,22,72
25/04/2024,Child,Small Volume Specialties,296,67,17,18,398
25/04/2024,Child,Urology,158,78,35,13,284
30/05/2024,Adult,Anaesthetics,76,0,0,0,76
30/05/2024,Adult,Breast Surgery,84,26,14,46,170
30/05/2024,Adult,Cardio-Thoracic Surgery,311,55,22,17,405
30/05/2024,Adult,Cardiology,"3,231",661,139,33,"4,065"
30/05/2024,Adult,Clinical Immunology,218,172,112,77,579
30/05/2024,Adult,Dermatology,"1,069",134,80,105,"1,388"
30/05/2024,Adult,Gastro-Enterology,325,48,8,6,388
30/05/2024,Adult,Gastro-Intestinal Surgery,345,179,106,175,806
30/05/2024,Adult,General Medicine,32,0,0,0,32
30/05/2024,Adult,General Surgery,"8,195","2,464",922,"1,487","13,068"
30/05/2024,Adult,Gynaecology,"3,832","1,163",283,269,"5,547"
30/05/2024,Adult,Hepato-Biliary Surgery,15,7,4,2,29
30/05/2024,Adult,Maxillo-Facial,587,262,128,179,"1,156"
30/05/2024,Adult,Nephrology,38,0,2,0,40
30/05/2024,Adult,Neurology,164,19,11,13,207
30/05/2024,Adult,Neurosurgery,517,227,90,34,868
30/05/2024,Adult,Oncology,41,2,0,0,43
30/05/2024,Adult,Ophthalmology,"6,024","1,763",477,471,"8,735"
30/05/2024,Adult,Orthopaedics,"6,882","1,880",556,547,"9,864"
30/05/2024,Adult,Otolaryngology (ENT),"2,881","1,602",747,683,"5,913"
30/05/2024,Adult,Pain Relief,"3,846","1,632",474,334,"6,286"
30/05/2024,Adult,Plastic Surgery,"3,110","1,272",548,731,"5,661"
30/05/2024,Adult,Radiology,203,0,0,0,203
30/05/2024,Adult,Respiratory Medicine,468,198,116,121,903
30/05/2024,Adult,Rheumatology,37,48,16,37,138
30/05/2024,Adult,Small Volume Specialties,574,97,28,31,730
30/05/2024,Adult,Urology,"6,117","1,447",337,538,"8,439"
30/05/2024,Adult,Vascular Surgery,"1,355",509,116,87,"2,067"
30/05/2024,Child,Cardio-Thoracic Surgery,58,8,2,0,68
30/05/2024,Child,Clinical Immunology,128,52,69,115,364
30/05/2024,Child,Dental Surgery,145,50,43,44,282
30/05/2024,Child,General Surgery,132,40,17,9,199
30/05/2024,Child,Immunology,46,20,4,10,80
30/05/2024,Child,Maxillo-Facial,93,62,30,24,210
30/05/2024,Child,Ophthalmology,405,301,221,118,"1,046"
30/05/2024,Child,Orthopaedics,110,58,15,2,186
30/05/2024,Child,Otolaryngology (ENT),"1,036",500,114,29,"1,680"
30/05/2024,Child,Paed Cardiology,153,45,12,2,212
30/05/2024,Child,Paed Endocrinology,21,12,4,2,39
30/05/2024,Child,Paed Gastro-Enterol,14,5,2,0,21
30/05/2024,Child,Paed Metabolic Medicine,15,4,2,2,23
30/05/2024,Child,Paed Orthopaedic,315,180,120,174,789
30/05/2024,Child,Paediatric Dermatology,18,4,4,2,29
30/05/2024,Child,Paediatric ENT,624,221,69,54,967
30/05/2024,Child,Paediatric Neurosurgery,23,6,2,0,31
30/05/2024,Child,Paediatric Radiology,4,7,9,36,56
30/05/2024,Child,Paediatric Respiratory Medicine,362,184,141,285,972
30/05/2024,Child,Paediatric Surgery,338,239,119,52,749
30/05/2024,Child,Paediatric Urology,186,126,92,63,467
30/05/2024,Child,Paediatrics,88,21,8,2,119
30/05/2024,Child,Plastic Surgery,287,166,88,53,594
30/05/2024,Child,Rheumatology,16,18,17,29,80
30/05/2024,Child,Small Volume Specialties,253,73,22,15,362
30/05/2024,Child,Urology,160,57,45,10,272
27/06/2024,Adult,Anaesthetics,84,0,0,0,84
27/06/2024,Adult,Breast Surgery,88,11,13,45,157
27/06/2024,Adult,Cardio-Thoracic Surgery,374,54,26,16,470
27/06/2024,Adult,Cardiology,"3,192",562,136,48,"3,939"
27/06/2024,Adult,Clinical Immunology,213,173,110,82,578
27/06/2024,Adult,Dermatology,"1,064",122,71,111,"1,368"
27/06/2024,Adult,Gastro-Enterology,349,40,15,4,408
27/06/2024,Adult,Gastro-Intestinal Surgery,345,162,100,178,785
27/06/2024,Adult,General Medicine,74,3,0,0,77
27/06/2024,Adult,General Surgery,"8,364","2,460",984,"1,494","13,302"
27/06/2024,Adult,Gynaecology,"3,876","1,117",307,279,"5,580"
27/06/2024,Adult,Haematology,31,0,0,0,31
27/06/2024,Adult,Hepato-Biliary Surgery,19,7,4,2,32
27/06/2024,Adult,Maxillo-Facial,608,241,114,190,"1,153"
27/06/2024,Adult,Nephrology,52,0,2,0,54
27/06/2024,Adult,Neurology,210,16,13,13,253
27/06/2024,Adult,Neurosurgery,530,213,100,30,873
27/06/2024,Adult,Oncology,49,0,2,0,50
27/06/2024,Adult,Ophthalmology,"6,215","1,858",499,498,"9,070"
27/06/2024,Adult,Orthopaedics,"7,183","1,804",523,538,"10,048"
27/06/2024,Adult,Otolaryngology (ENT),"2,760","1,614",751,693,"5,819"
27/06/2024,Adult,Pain Relief,"3,983","1,700",436,355,"6,473"
27/06/2024,Adult,Plastic Surgery,"3,106","1,286",575,728,"5,696"
27/06/2024,Adult,Radiology,165,1,1,0,168
27/06/2024,Adult,Respiratory Medicine,634,192,138,126,"1,090"
27/06/2024,Adult,Rheumatology,63,37,7,5,112
27/06/2024,Adult,Small Volume Specialties,503,109,23,28,663
27/06/2024,Adult,Urology,"6,196","1,449",336,552,"8,533"
27/06/2024,Adult,Vascular Surgery,"1,473",515,116,93,"2,196"
27/06/2024,Child,Cardio-Thoracic Surgery,46,9,2,0,57
27/06/2024,Child,Clinical Immunology,125,61,49,119,354
27/06/2024,Child,Dental Surgery,136,53,42,42,273
27/06/2024,Child,General Surgery,109,24,9,12,154
27/06/2024,Child,Immunology,45,25,4,5,79
27/06/2024,Child,Maxillo-Facial,88,63,25,28,204
27/06/2024,Child,Ophthalmology,425,285,197,117,"1,024"
27/06/2024,Child,Orthopaedics,103,60,13,2,178
27/06/2024,Child,Otolaryngology (ENT),"1,115",479,118,24,"1,736"
27/06/2024,Child,Paed Cardiology,150,59,15,2,226
27/06/2024,Child,Paed Endocrinology,25,8,4,2,39
27/06/2024,Child,Paed Gastro-Enterol,11,7,2,2,22
27/06/2024,Child,Paed Metabolic Medicine,17,4,2,2,25
27/06/2024,Child,Paed Orthopaedic,340,165,123,175,803
27/06/2024,Child,Paediatric Dermatology,22,6,4,2,34
27/06/2024,Child,Paediatric ENT,510,203,75,36,824
27/06/2024,Child,Paediatric Neurosurgery,16,4,0,0,20
27/06/2024,Child,Paediatric Radiology,6,4,10,38,59
27/06/2024,Child,Paediatric Respiratory Medicine,355,171,138,290,954
27/06/2024,Child,Paediatric Surgery,319,232,123,55,729
27/06/2024,Child,Paediatric Urology,178,128,85,71,462
27/06/2024,Child,Paediatrics,90,22,9,2,123
27/06/2024,Child,Plastic Surgery,271,180,88,54,593
27/06/2024,Child,Rheumatology,15,18,18,30,81
27/06/2024,Child,Small Volume Specialties,297,86,17,20,421
27/06/2024,Child,Urology,155,69,42,12,278
25/07/2024,Adult,Anaesthetics,101,0,0,0,101
25/07/2024,Adult,Breast Surgery,117,25,15,46,202
25/07/2024,Adult,Cardio-Thoracic Surgery,376,61,33,9,479
25/07/2024,Adult,Cardiology,"3,210",574,108,40,"3,932"
25/07/2024,Adult,Clinical Immunology,240,165,121,63,589
25/07/2024,Adult,Dermatology,"1,051",79,67,113,"1,310"
25/07/2024,Adult,Gastro-Enterology,327,38,17,5,386
25/07/2024,Adult,Gastro-Intestinal Surgery,346,165,95,185,790
25/07/2024,Adult,General Medicine,57,4,0,0,61
25/07/2024,Adult,General Surgery,"8,407","2,423",950,"1,481","13,261"
25/07/2024,Adult,Gynaecology,"3,609","1,026",334,271,"5,241"
25/07/2024,Adult,Haematology,42,0,0,0,42
25/07/2024,Adult,Hepato-Biliary Surgery,22,7,3,2,34
25/07/2024,Adult,Maxillo-Facial,612,238,107,185,"1,142"
25/07/2024,Adult,Nephrology,67,0,2,0,69
25/07/2024,Adult,Neurology,207,15,15,14,252
25/07/2024,Adult,Neurosurgery,589,213,94,31,928
25/07/2024,Adult,Oncology,59,0,2,0,61
25/07/2024,Adult,Ophthalmology,"6,370","1,817",510,486,"9,182"
25/07/2024,Adult,Orthopaedics,"7,308","1,648",536,499,"9,990"
25/07/2024,Adult,Otolaryngology (ENT),"2,800","1,544",764,683,"5,791"
25/07/2024,Adult,Pain Relief,"4,145","1,595",466,309,"6,515"
25/07/2024,Adult,Plastic Surgery,"3,043","1,176",621,734,"5,574"
25/07/2024,Adult,Radiology,190,2,2,0,194
25/07/2024,Adult,Respiratory Medicine,574,226,136,127,"1,062"
25/07/2024,Adult,Rheumatology,66,23,14,5,108
25/07/2024,Adult,Small Volume Specialties,521,94,16,21,652
25/07/2024,Adult,Urology,"6,166","1,276",330,581,"8,353"
25/07/2024,Adult,Vascular Surgery,"1,447",549,75,86,"2,157"
25/07/2024,Child,Cardio-Thoracic Surgery,46,8,2,2,58
25/07/2024,Child,Clinical Immunology,97,65,51,112,325
25/07/2024,Child,Dental Surgery,136,59,41,43,279
25/07/2024,Child,General Surgery,64,11,2,2,80
25/07/2024,Child,Immunology,38,19,4,2,63
25/07/2024,Child,Maxillo-Facial,96,55,26,27,205
25/07/2024,Child,Ophthalmology,469,274,203,135,"1,082"
25/07/2024,Child,Orthopaedics,103,51,7,4,165
25/07/2024,Child,Otolaryngology (ENT),"1,064",447,122,22,"1,655"
25/07/2024,Child,Paed Cardiology,146,45,8,2,201
25/07/2024,Child,Paed Endocrinology,25,11,4,2,42
25/07/2024,Child,Paed Gastro-Enterol,17,4,2,0,23
25/07/2024,Child,Paed Metabolic Medicine,11,4,4,2,21
25/07/2024,Child,Paed Orthopaedic,326,165,120,167,778
25/07/2024,Child,Paediatric Dermatology,18,4,4,2,28
25/07/2024,Child,Paediatric ENT,468,169,84,43,764
25/07/2024,Child,Paediatric Neurosurgery,21,4,0,0,25
25/07/2024,Child,Paediatric Radiology,4,9,11,39,63
25/07/2024,Child,Paediatric Respiratory Medicine,512,158,150,250,"1,070"
25/07/2024,Child,Paediatric Surgery,356,210,134,44,744
25/07/2024,Child,Paediatric Urology,184,115,71,68,438
25/07/2024,Child,Paediatrics,70,17,4,2,93
25/07/2024,Child,Plastic Surgery,246,167,91,56,560
25/07/2024,Child,Rheumatology,19,15,19,31,84
25/07/2024,Child,Small Volume Specialties,325,81,20,19,446
25/07/2024,Child,Urology,159,87,46,18,310
29/08/2024,Adult,Anaesthetics,119,0,0,0,119
29/08/2024,Adult,Breast Surgery,104,12,12,38,167
29/08/2024,Adult,Cardio-Thoracic Surgery,373,86,33,14,507
29/08/2024,Adult,Cardiology,"2,949",697,103,57,"3,806"
29/08/2024,Adult,Clinical Immunology,256,195,122,80,653
29/08/2024,Adult,Dermatology,978,93,64,106,"1,241"
29/08/2024,Adult,Gastro-Enterology,279,43,8,2,333
29/08/2024,Adult,Gastro-Intestinal Surgery,327,177,87,180,771
29/08/2024,Adult,General Medicine,71,3,0,0,75
29/08/2024,Adult,General Surgery,"8,505","2,465",983,"1,499","13,452"
29/08/2024,Adult,Gynaecology,"3,598",997,332,269,"5,196"
29/08/2024,Adult,Haematology,43,0,0,0,43
29/08/2024,Adult,Maxillo-Facial,768,229,121,198,"1,316"
29/08/2024,Adult,Neurology,206,27,10,14,257
29/08/2024,Adult,Neurosurgery,536,248,105,34,923
29/08/2024,Adult,Oncology,62,0,2,0,63
29/08/2024,Adult,Ophthalmology,"6,114","1,990",532,487,"9,122"
29/08/2024,Adult,Orthopaedics,"7,274","1,788",506,472,"10,040"
29/08/2024,Adult,Otolaryngology (ENT),"2,638","1,642",762,726,"5,768"
29/08/2024,Adult,Pain Relief,"3,989","1,762",456,311,"6,518"
29/08/2024,Adult,Plastic Surgery,"3,068","1,127",573,748,"5,517"
29/08/2024,Adult,Radiology,158,5,0,2,164
29/08/2024,Adult,Respiratory Medicine,450,141,126,136,853
29/08/2024,Adult,Rheumatology,96,14,21,2,134
29/08/2024,Adult,Small Volume Specialties,507,91,30,20,647
29/08/2024,Adult,Urology,"5,769","1,393",322,503,"7,988"
29/08/2024,Adult,Vascular Surgery,"1,428",492,105,81,"2,106"
29/08/2024,Child,Cardio-Thoracic Surgery,43,14,0,0,57
29/08/2024,Child,Clinical Immunology,94,71,42,121,328
29/08/2024,Child,Dental Surgery,130,71,33,46,280
29/08/2024,Child,General Surgery,103,20,2,2,128
29/08/2024,Child,Immunology,46,26,4,2,79
29/08/2024,Child,Maxillo-Facial,97,49,35,28,210
29/08/2024,Child,Ophthalmology,458,281,200,140,"1,078"
29/08/2024,Child,Orthopaedics,87,54,4,4,149
29/08/2024,Child,Otolaryngology (ENT),934,466,127,30,"1,557"
29/08/2024,Child,Paed Cardiology,143,48,4,2,198
29/08/2024,Child,Paed Endocrinology,21,7,4,2,35
29/08/2024,Child,Paed Orthopaedic,313,177,103,171,764
29/08/2024,Child,Paediatric Dermatology,20,7,4,2,34
29/08/2024,Child,Paediatric ENT,462,174,95,44,775
29/08/2024,Child,Paediatric Neurosurgery,17,4,0,0,21
29/08/2024,Child,Paediatric Radiology,7,7,13,38,65
29/08/2024,Child,Paediatric Respiratory Medicine,456,171,125,188,940
29/08/2024,Child,Paediatric Surgery,357,175,144,53,729
29/08/2024,Child,Paediatric Urology,177,101,68,68,414
29/08/2024,Child,Paediatrics,87,11,9,5,113
29/08/2024,Child,Plastic Surgery,245,189,92,67,592
29/08/2024,Child,Rheumatology,22,11,19,35,87
29/08/2024,Child,Small Volume Specialties,275,79,32,18,404
29/08/2024,Child,Urology,125,99,38,21,284
26/09/2024,Adult,Anaesthetics,131,2,0,0,134
26/09/2024,Adult,Breast Surgery,80,15,13,35,142
26/09/2024,Adult,Cardio-Thoracic Surgery,389,115,33,17,554
26/09/2024,Adult,Cardiology,"2,855",681,99,48,"3,684"
26/09/2024,Adult,Clinical Immunology,301,197,123,81,702
26/09/2024,Adult,Dermatology,980,90,57,118,"1,244"
26/09/2024,Adult,Gastro-Enterology,282,44,13,2,342
26/09/2024,Adult,Gastro-Intestinal Surgery,295,165,94,190,744
26/09/2024,Adult,General Medicine,60,1,0,0,61
26/09/2024,Adult,General Surgery,"8,480","2,312",970,"1,462","13,224"
26/09/2024,Adult,Gynaecology,"3,577",970,338,276,"5,161"
26/09/2024,Adult,Haematology,21,0,0,0,21
26/09/2024,Adult,Maxillo-Facial,870,242,113,191,"1,416"
26/09/2024,Adult,Neurology,169,29,11,12,222
26/09/2024,Adult,Neurosurgery,514,313,119,44,990
26/09/2024,Adult,Oncology,51,2,2,0,54
