ArchiveDate,Adult_Child,Speciality,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
29/02/2024,Adult,Orthopaedics,"35,245","17,799","5,866","4,408","63,319"
29/02/2024,Adult,Other,2,25,0,0,27
29/02/2024,Adult,Otolaryngology (ENT),"20,633","7,876","3,101","4,084","35,694"
29/02/2024,Adult,Paediatric Dermatology,21,8,0,0,29
29/02/2024,Adult,Paediatric Neurology,5,11,7,0,23
29/02/2024,Adult,Paediatrics,76,49,8,12,144
29/02/2024,Adult,Pain Relief,"6,479","3,522","1,962","1,642","13,605"
29/02/2024,Adult,Pathology,64,35,30,61,190
29/02/2024,Adult,Plastic Surgery,"7,485","2,860",788,"1,978","13,110"
29/02/2024,Adult,Psychiatry,450,15,4,0,469
29/02/2024,Adult,Respiratory Medicine,"12,934","5,618","1,990","2,275","22,818"
29/02/2024,Adult,Rheumatology,"6,957","3,205",970,894,"12,026"
29/02/2024,Adult,Small Volume Specialties,527,91,23,8,650
29/02/2024,Adult,Urology,"13,821","4,942","1,199","2,196","22,158"
29/02/2024,Adult,Vascular Surgery,"7,544","2,679","1,092",700,"12,015"
29/02/2024,Child,Cardio-Thoracic Surgery,44,7,3,0,54
29/02/2024,Child,Cardiology,20,7,4,5,36
29/02/2024,Child,Clinical (Medical) Genetics,49,365,79,13,506
29/02/2024,Child,Clinical Immunology,363,193,138,113,807
29/02/2024,Child,Dental Surgery,180,99,56,33,368
29/02/2024,Child,Dermatology,"1,713",723,301,638,"3,376"
29/02/2024,Child,Developmental Paediatrics,352,229,124,222,926
29/02/2024,Child,General Surgery,832,325,142,121,"1,421"
29/02/2024,Child,Gynaecology,388,135,79,15,615
29/02/2024,Child,Haematology,58,14,3,0,76
29/02/2024,Child,Immunology,189,66,34,2,291
29/02/2024,Child,Maxillo-Facial,212,93,50,87,442
29/02/2024,Child,Ophthalmology,"2,092",800,302,463,"3,658"
29/02/2024,Child,Orthopaedics,"1,410",663,293,390,"2,756"
29/02/2024,Child,Otolaryngology (ENT),"4,944","2,252",639,446,"8,281"
29/02/2024,Child,Paed Cardiology,"2,301","1,559","1,020",150,"5,030"
29/02/2024,Child,Paed Endocrinology,463,149,27,5,644
29/02/2024,Child,Paed Gastro-Enterol,464,243,121,95,923
29/02/2024,Child,Paed Haematology,239,50,3,2,294
29/02/2024,Child,Paed Metabolic Medicine,36,2,2,0,39
29/02/2024,Child,Paed Nephrology,307,175,74,33,589
29/02/2024,Child,Paed Orthopaedic,"1,757","1,127",728,753,"4,365"
29/02/2024,Child,Paediatric Dermatology,"2,632","1,859",674,895,"6,060"
29/02/2024,Child,Paediatric ENT,"2,914","1,835",939,"1,059","6,747"
29/02/2024,Child,Paediatric Infectious Diseases,50,8,2,2,60
29/02/2024,Child,Paediatric Neurology,826,336,109,2,"1,272"
29/02/2024,Child,Paediatric Neurosurgery,41,0,0,0,41
29/02/2024,Child,Paediatric Respiratory Medicine,738,416,197,184,"1,534"
29/02/2024,Child,Paediatric Surgery,"1,716","1,061",406,191,"3,374"
29/02/2024,Child,Paediatric Urology,765,355,127,24,"1,271"
29/02/2024,Child,Paediatrics,"13,253","4,943","1,548",532,"20,275"
29/02/2024,Child,Plastic Surgery,713,238,118,114,"1,182"
29/02/2024,Child,Rheumatology,242,181,103,474,"1,000"
29/02/2024,Child,Small Volume Specialties,542,127,20,15,703
29/02/2024,Child,Urology,942,486,167,278,"1,872"
28/03/2024,Adult,Anaesthetics,31,0,0,0,31
28/03/2024,Adult,Breast Surgery,"2,907",26,0,0,"2,933"
28/03/2024,Adult,Cardio-Thoracic Surgery,372,29,21,27,450
28/03/2024,Adult,Cardiology,"23,097","10,934","3,314","1,771","39,116"
28/03/2024,Adult,Chemical Pathology,57,7,2,2,67
28/03/2024,Adult,Clinical (Medical) Genetics,666,619,631,823,"2,739"
28/03/2024,Adult,Clinical Immunology,"1,539",719,417,199,"2,874"
28/03/2024,Adult,Clinical Neurophysiology,786,435,288,195,"1,704"
28/03/2024,Adult,Dermatology,"27,041","13,876","4,156","5,911","50,983"
28/03/2024,Adult,Diabetes Mellitus,"1,350",486,95,23,"1,954"
28/03/2024,Adult,Endocrinology,"8,017","4,162","1,946","4,422","18,547"
28/03/2024,Adult,Gastro-Enterology,"11,586","3,846",861,283,"16,576"
28/03/2024,Adult,Gastro-Intestinal Surgery,394,65,57,0,516
28/03/2024,Adult,General Medicine,"8,375","3,341","1,127","1,062","13,905"
28/03/2024,Adult,General Surgery,"25,752","5,895","1,349",758,"33,754"
28/03/2024,Adult,Geriatric Medicine,"3,782",448,90,82,"4,402"
28/03/2024,Adult,Gynaecology,"22,104","5,354","1,081",547,"29,086"
28/03/2024,Adult,Haematology,"5,727","2,186",827,456,"9,196"
28/03/2024,Adult,Hepato-Biliary Surgery,114,16,2,0,132
28/03/2024,Adult,Infectious Diseases,696,275,471,22,"1,463"
28/03/2024,Adult,Maxillo-Facial,"1,842",526,274,711,"3,353"
28/03/2024,Adult,Metabolic Medicine,74,23,4,0,100
28/03/2024,Adult,Nephrology,"2,765",746,223,142,"3,876"
28/03/2024,Adult,Neurology,"11,245","5,190","2,475","3,468","22,378"
28/03/2024,Adult,Neurosurgery,"4,422","2,537","1,191","3,002","11,152"
28/03/2024,Adult,Oncology,628,16,2,0,647
28/03/2024,Adult,Ophthalmology,"16,977","7,387","4,280","5,459","34,102"
28/03/2024,Adult,Orthopaedics,"35,362","18,093","5,944","4,214","63,613"
28/03/2024,Adult,Otolaryngology (ENT),"20,880","8,066","3,122","3,803","35,870"
28/03/2024,Adult,Paediatric Dermatology,17,6,2,0,25
28/03/2024,Adult,Paediatric Neurology,6,11,8,0,25
28/03/2024,Adult,Paediatrics,65,53,15,10,143
28/03/2024,Adult,Pain Relief,"6,538","3,552","1,800","1,670","13,561"
28/03/2024,Adult,Pathology,73,36,25,58,192
28/03/2024,Adult,Plastic Surgery,"7,537","2,871",732,"1,975","13,115"
28/03/2024,Adult,Psychiatry,486,15,2,2,505
28/03/2024,Adult,Radiotherapy,23,0,0,0,23
28/03/2024,Adult,Respiratory Medicine,"12,950","5,519","2,122","2,286","22,878"
28/03/2024,Adult,Rheumatology,"6,821","3,158",958,817,"11,754"
28/03/2024,Adult,Small Volume Specialties,500,96,33,10,639
28/03/2024,Adult,Urology,"14,061","5,332","1,219","1,959","22,571"
28/03/2024,Adult,Vascular Surgery,"7,596","2,685","1,087",705,"12,073"
28/03/2024,Child,Cardio-Thoracic Surgery,76,12,2,0,90
28/03/2024,Child,Cardiology,20,8,9,5,42
28/03/2024,Child,Clinical (Medical) Genetics,6,309,72,8,395
28/03/2024,Child,Clinical Immunology,400,193,152,104,849
28/03/2024,Child,Dental Surgery,196,89,61,32,378
28/03/2024,Child,Dermatology,"1,796",749,318,675,"3,538"
28/03/2024,Child,Developmental Paediatrics,356,230,125,214,925
28/03/2024,Child,General Surgery,829,331,153,122,"1,435"
28/03/2024,Child,Gynaecology,387,131,64,18,601
28/03/2024,Child,Haematology,57,20,3,0,80
28/03/2024,Child,Immunology,242,56,36,2,336
28/03/2024,Child,Maxillo-Facial,240,85,47,82,454
28/03/2024,Child,Ophthalmology,"2,185",799,342,452,"3,778"
28/03/2024,Child,Orthopaedics,"1,408",660,297,406,"2,770"
28/03/2024,Child,Otolaryngology (ENT),"5,156","2,188",785,410,"8,539"
28/03/2024,Child,Paed Cardiology,"2,299","1,554","1,106",249,"5,208"
28/03/2024,Child,Paed Endocrinology,493,146,28,6,673
28/03/2024,Child,Paed Gastro-Enterol,416,234,115,109,874
28/03/2024,Child,Paed Haematology,231,48,4,0,283
28/03/2024,Child,Paed Metabolic Medicine,28,2,2,0,32
28/03/2024,Child,Paed Nephrology,322,168,81,25,596
28/03/2024,Child,Paed Orthopaedic,"1,584","1,188",726,812,"4,310"
28/03/2024,Child,Paediatric Dermatology,"2,606","1,827",741,925,"6,099"
28/03/2024,Child,Paediatric ENT,"3,060","1,700","1,089","1,075","6,924"
28/03/2024,Child,Paediatric Infectious Diseases,44,7,2,2,55
28/03/2024,Child,Paediatric Neurology,819,348,128,2,"1,297"
28/03/2024,Child,Paediatric Neurosurgery,52,0,0,0,52
28/03/2024,Child,Paediatric Respiratory Medicine,776,364,259,126,"1,526"
28/03/2024,Child,Paediatric Surgery,"1,541","1,083",402,206,"3,231"
28/03/2024,Child,Paediatric Urology,823,382,145,16,"1,366"
28/03/2024,Child,Paediatrics,"13,496","4,952","1,654",576,"20,677"
28/03/2024,Child,Plastic Surgery,673,202,108,116,"1,099"
28/03/2024,Child,Rheumatology,241,163,116,398,918
28/03/2024,Child,Small Volume Specialties,540,125,11,17,693
28/03/2024,Child,Urology,967,510,178,231,"1,886"
25/04/2024,Adult,Anaesthetics,29,0,0,0,29
25/04/2024,Adult,Breast Surgery,"2,970",33,0,0,"3,003"
25/04/2024,Adult,Cardio-Thoracic Surgery,364,31,17,17,429
25/04/2024,Adult,Cardiology,"23,133","11,176","3,384","1,768","39,460"
25/04/2024,Adult,Chemical Pathology,54,12,0,2,68
25/04/2024,Adult,Clinical (Medical) Genetics,629,607,613,817,"2,666"
25/04/2024,Adult,Clinical Immunology,"1,527",794,413,219,"2,953"
25/04/2024,Adult,Clinical Neurophysiology,877,430,280,186,"1,773"
25/04/2024,Adult,Dermatology,"27,005","14,100","4,366","5,984","51,455"
25/04/2024,Adult,Diabetes Mellitus,"1,347",522,95,24,"1,987"
25/04/2024,Adult,Endocrinology,"7,988","4,132","1,921","4,560","18,601"
25/04/2024,Adult,Gastro-Enterology,"11,381","4,003",920,275,"16,578"
25/04/2024,Adult,Gastro-Intestinal Surgery,470,68,52,0,590
25/04/2024,Adult,General Medicine,"8,231","3,318","1,122","1,077","13,748"
25/04/2024,Adult,General Surgery,"25,592","6,042","1,311",604,"33,548"
25/04/2024,Adult,Geriatric Medicine,"3,835",435,95,76,"4,442"
25/04/2024,Adult,Gynaecology,"22,108","5,552",936,539,"29,134"
25/04/2024,Adult,Haematology,"5,910","2,143",911,487,"9,451"
25/04/2024,Adult,Hepato-Biliary Surgery,111,22,2,0,136
25/04/2024,Adult,Infectious Diseases,660,253,473,55,"1,442"
25/04/2024,Adult,Maxillo-Facial,"1,962",562,278,703,"3,505"
25/04/2024,Adult,Metabolic Medicine,71,26,4,0,100
25/04/2024,Adult,Nephrology,"2,826",743,244,143,"3,956"
25/04/2024,Adult,Neurology,"11,382","5,284","2,535","3,447","22,648"
25/04/2024,Adult,Neurosurgery,"4,553","2,697","1,229","3,022","11,501"
25/04/2024,Adult,Oncology,646,14,0,0,660
25/04/2024,Adult,Ophthalmology,"16,948","7,473","4,371","5,349","34,142"
25/04/2024,Adult,Orthopaedics,"35,749","18,268","6,336","4,253","64,605"
25/04/2024,Adult,Otolaryngology (ENT),"21,154","8,271","3,209","3,431","36,066"
25/04/2024,Adult,Paediatric Dermatology,14,9,0,0,23
25/04/2024,Adult,Paediatrics,73,37,20,10,140
25/04/2024,Adult,Pain Relief,"6,723","3,516","1,826","1,647","13,713"
25/04/2024,Adult,Pathology,70,43,20,62,195
25/04/2024,Adult,Plastic Surgery,"7,423","2,807",723,"1,950","12,903"
25/04/2024,Adult,Psychiatry,442,23,3,0,468
25/04/2024,Adult,Respiratory Medicine,"13,293","5,578","2,241","2,321","23,433"
25/04/2024,Adult,Rheumatology,"7,303","3,043",937,822,"12,105"
25/04/2024,Adult,Small Volume Specialties,491,96,31,10,628
25/04/2024,Adult,Urology,"14,023","5,647","1,374","1,847","22,892"
25/04/2024,Adult,Vascular Surgery,"7,449","2,557","1,070",635,"11,711"
25/04/2024,Child,Cardio-Thoracic Surgery,50,19,2,0,71
25/04/2024,Child,Cardiology,20,6,9,2,37
25/04/2024,Child,Clinical (Medical) Genetics,39,248,91,12,390
25/04/2024,Child,Clinical Immunology,387,199,159,99,844
25/04/2024,Child,Dental Surgery,220,89,64,21,394
25/04/2024,Child,Dermatology,"1,845",776,364,684,"3,670"
25/04/2024,Child,Developmental Paediatrics,388,233,110,224,955
25/04/2024,Child,General Surgery,786,370,102,91,"1,349"
25/04/2024,Child,Gynaecology,429,140,62,20,651
25/04/2024,Child,Haematology,65,11,4,0,79
25/04/2024,Child,Immunology,226,57,36,5,324
25/04/2024,Child,Maxillo-Facial,236,69,42,66,413
25/04/2024,Child,Ophthalmology,"2,007",856,361,449,"3,672"
25/04/2024,Child,Orthopaedics,"1,402",648,300,411,"2,761"
25/04/2024,Child,Otolaryngology (ENT),"5,371","1,978",860,329,"8,538"
25/04/2024,Child,Paed Cardiology,"2,296","1,639","1,103",363,"5,401"
25/04/2024,Child,Paed Endocrinology,498,146,32,5,681
25/04/2024,Child,Paed Gastro-Enterol,429,217,111,112,869
25/04/2024,Child,Paed Haematology,271,37,2,0,310
25/04/2024,Child,Paed Metabolic Medicine,31,4,0,0,35
25/04/2024,Child,Paed Nephrology,316,182,77,21,596
25/04/2024,Child,Paed Orthopaedic,"1,475","1,206",666,854,"4,201"
25/04/2024,Child,Paediatric Dermatology,"2,583","1,814",792,941,"6,130"
25/04/2024,Child,Paediatric ENT,"3,155","1,690","1,112","1,135","7,092"
25/04/2024,Child,Paediatric Infectious Diseases,38,10,2,2,52
25/04/2024,Child,Paediatric Neurology,791,386,136,9,"1,322"
25/04/2024,Child,Paediatric Neurosurgery,49,0,0,0,49
25/04/2024,Child,Paediatric Respiratory Medicine,845,343,259,148,"1,596"
25/04/2024,Child,Paediatric Surgery,"1,436","1,073",358,205,"3,072"
25/04/2024,Child,Paediatric Urology,866,383,173,23,"1,445"
25/04/2024,Child,Paediatrics,"13,659","4,900","1,733",523,"20,814"
25/04/2024,Child,Plastic Surgery,670,204,94,123,"1,091"
25/04/2024,Child,Rheumatology,223,159,110,391,883
25/04/2024,Child,Small Volume Specialties,513,144,19,18,694
25/04/2024,Child,Urology,937,496,193,226,"1,851"
30/05/2024,Adult,Anaesthetics,22,0,0,0,22
30/05/2024,Adult,Breast Surgery,"2,895",31,2,0,"2,929"
30/05/2024,Adult,Cardio-Thoracic Surgery,348,25,8,8,390
30/05/2024,Adult,Cardiology,"23,808","11,158","3,723","1,885","40,574"
30/05/2024,Adult,Chemical Pathology,66,9,0,0,75
30/05/2024,Adult,Clinical (Medical) Genetics,676,582,611,765,"2,634"
30/05/2024,Adult,Clinical Immunology,"1,631",829,442,244,"3,146"
30/05/2024,Adult,Clinical Neurophysiology,838,449,261,145,"1,693"
30/05/2024,Adult,Dermatology,"28,402","13,755","4,896","6,014","53,067"
30/05/2024,Adult,Diabetes Mellitus,"1,302",547,107,16,"1,972"
30/05/2024,Adult,Endocrinology,"8,218","3,828","1,955","4,652","18,653"
30/05/2024,Adult,Gastro-Enterology,"11,532","3,942","1,167",291,"16,932"
30/05/2024,Adult,Gastro-Intestinal Surgery,554,67,48,2,670
30/05/2024,Adult,General Medicine,"8,274","3,169","1,028",993,"13,464"
30/05/2024,Adult,General Surgery,"25,649","5,882","1,203",507,"33,241"
30/05/2024,Adult,Geriatric Medicine,"3,792",379,126,83,"4,380"
30/05/2024,Adult,Gynaecology,"22,361","5,311",956,519,"29,147"
30/05/2024,Adult,Haematology,"6,178","2,069",969,414,"9,630"
30/05/2024,Adult,Hepato-Biliary Surgery,96,26,4,0,127
30/05/2024,Adult,Infectious Diseases,715,253,459,108,"1,535"
30/05/2024,Adult,Maxillo-Facial,"1,945",565,295,674,"3,479"
30/05/2024,Adult,Metabolic Medicine,92,27,2,2,123
30/05/2024,Adult,Nephrology,"2,860",746,255,141,"4,002"
30/05/2024,Adult,Neurology,"11,379","5,198","2,618","3,187","22,381"
30/05/2024,Adult,Neurosurgery,"4,474","2,572","1,302","2,995","11,343"
30/05/2024,Adult,Oncology,540,17,0,0,557
30/05/2024,Adult,Ophthalmology,"16,663","7,343","4,286","5,042","33,334"
30/05/2024,Adult,Orthopaedics,"36,517","18,027","6,543","4,254","65,342"
30/05/2024,Adult,Otolaryngology (ENT),"21,121","8,335","3,387","3,298","36,142"
30/05/2024,Adult,Paed Cardiology,11,7,2,0,21
30/05/2024,Adult,Paediatric Dermatology,8,13,0,0,21
30/05/2024,Adult,Paediatric Neurology,7,8,9,2,26
30/05/2024,Adult,Paediatrics,59,45,28,9,141
30/05/2024,Adult,Pain Relief,"7,047","3,631","1,785","1,651","14,115"
30/05/2024,Adult,Pathology,63,50,15,59,187
30/05/2024,Adult,Plastic Surgery,"7,846","2,545",763,"1,939","13,094"
30/05/2024,Adult,Psychiatry,442,44,2,0,488
30/05/2024,Adult,Radiology,16,4,2,0,21
30/05/2024,Adult,Respiratory Medicine,"13,322","5,632","2,421","2,347","23,723"
30/05/2024,Adult,Rheumatology,"7,661","2,671",929,816,"12,076"
30/05/2024,Adult,Small Volume Specialties,538,85,31,6,660
30/05/2024,Adult,Urology,"13,834","5,788","1,640","1,702","22,963"
30/05/2024,Adult,Vascular Surgery,"7,654","2,474",993,594,"11,715"
30/05/2024,Child,Cardio-Thoracic Surgery,67,17,2,0,86
30/05/2024,Child,Cardiology,19,7,7,5,38
30/05/2024,Child,Clinical (Medical) Genetics,45,174,123,6,348
30/05/2024,Child,Clinical Immunology,455,198,147,84,884
30/05/2024,Child,Dental Surgery,206,96,60,26,388
30/05/2024,Child,Dermatology,"1,859",827,386,624,"3,696"
30/05/2024,Child,Developmental Paediatrics,379,253,103,227,962
30/05/2024,Child,General Surgery,855,327,76,20,"1,278"
30/05/2024,Child,Gynaecology,425,158,64,21,668
30/05/2024,Child,Haematology,62,9,2,0,72
30/05/2024,Child,Immunology,236,63,41,2,342
30/05/2024,Child,Maxillo-Facial,237,72,29,33,370
30/05/2024,Child,Ophthalmology,"1,942",848,415,434,"3,639"
30/05/2024,Child,Orthopaedics,"1,513",604,318,424,"2,859"
30/05/2024,Child,Otolaryngology (ENT),"5,713","1,796",981,321,"8,811"
30/05/2024,Child,Paed Cardiology,"2,250","1,587","1,169",481,"5,488"
30/05/2024,Child,Paed Endocrinology,511,136,30,8,685
30/05/2024,Child,Paed Gastro-Enterol,502,181,135,122,940
30/05/2024,Child,Paed Haematology,281,40,0,0,321
30/05/2024,Child,Paed Metabolic Medicine,36,2,0,0,38
30/05/2024,Child,Paed Nephrology,319,177,86,22,604
30/05/2024,Child,Paed Orthopaedic,"1,590","1,133",664,890,"4,277"
30/05/2024,Child,Paediatric Dermatology,"2,732","1,664",989,964,"6,348"
30/05/2024,Child,Paediatric ENT,"3,321","1,542","1,307","1,105","7,275"
30/05/2024,Child,Paediatric Infectious Diseases,53,8,2,2,65
30/05/2024,Child,Paediatric Neurology,816,396,143,29,"1,384"
30/05/2024,Child,Paediatric Neurosurgery,44,2,0,2,48
30/05/2024,Child,Paediatric Respiratory Medicine,913,340,275,129,"1,657"
30/05/2024,Child,Paediatric Surgery,"1,470",916,412,178,"2,977"
30/05/2024,Child,Paediatric Urology,914,415,207,28,"1,564"
30/05/2024,Child,Paediatrics,"13,721","4,713","1,608",467,"20,509"
30/05/2024,Child,Plastic Surgery,750,169,74,129,"1,122"
30/05/2024,Child,Rheumatology,275,131,121,391,918
30/05/2024,Child,Small Volume Specialties,504,133,24,16,677
30/05/2024,Child,Urology,916,505,229,169,"1,819"
27/06/2024,Adult,Anaesthetics,28,0,0,0,28
27/06/2024,Adult,Breast Surgery,"2,856",39,2,0,"2,896"
27/06/2024,Adult,Cardio-Thoracic Surgery,346,31,4,7,389
27/06/2024,Adult,Cardiology,"23,724","10,819","3,911","1,917","40,371"
27/06/2024,Adult,Chemical Pathology,59,9,2,0,70
27/06/2024,Adult,Clinical (Medical) Genetics,776,522,613,727,"2,638"
27/06/2024,Adult,Clinical Immunology,"1,685",830,446,278,"3,239"
27/06/2024,Adult,Clinical Neurophysiology,854,468,239,70,"1,631"
27/06/2024,Adult,Dermatology,"29,313","13,408","5,303","6,190","54,214"
27/06/2024,Adult,Diabetes Mellitus,"1,350",538,115,17,"2,020"
27/06/2024,Adult,Endocrinology,"8,741","3,538","1,974","4,621","18,875"
27/06/2024,Adult,Gastro-Enterology,"11,859","3,918","1,260",292,"17,329"
27/06/2024,Adult,Gastro-Intestinal Surgery,592,68,29,0,689
27/06/2024,Adult,General Medicine,"8,455","2,944","1,013",999,"13,411"
27/06/2024,Adult,General Surgery,"26,077","5,529","1,222",359,"33,187"
27/06/2024,Adult,Geriatric Medicine,"3,847",373,126,83,"4,428"
