Archive_Date,Group,Hospital_HIPE,Hospital,Specialty_HIPE1,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1400,Neurosurgery,Adult,16-64, 3-6 Months,399
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1400,Neurosurgery,Adult,16-64, 9-12 Months,234
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1400,Neurosurgery,Adult,16-64,12-15 Months,308
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1400,Neurosurgery,Child,0-15,15-18 Months,1
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1600,Oncology,Adult,65+,15-18 Months,2
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1700,Ophthalmology,Adult,65+, 0-3 Months,290
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1700,Ophthalmology,Adult,65+, 9-12 Months,132
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1700,Ophthalmology,Adult,65+,18 Months +,2288
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1700,Ophthalmology,Child,0-15, 3-6 Months,138
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1700,Ophthalmology,Child,0-15, 6-9 Months,112
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1700,Ophthalmology,Child,0-15,12-15 Months,123
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1800,Orthopaedics,Adult,16-64, 0-3 Months,64
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1800,Orthopaedics,Adult,16-64, 6-9 Months,18
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1800,Orthopaedics,Adult,16-64, 9-12 Months,2
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1800,Orthopaedics,Adult,16-64,12-15 Months,1
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1800,Orthopaedics,Adult,65+, 3-6 Months,18
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1900,Paediatrics,Child,0-15, 6-9 Months,114
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1900,Paediatrics,Child,0-15, 9-12 Months,64
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1902,Paed Cardiology,Adult,16-64, 9-12 Months,1
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1902,Paed Cardiology,Adult,16-64,18 Months +,3
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1902,Paed Cardiology,Child,0-15,15-18 Months,110
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1905,Paed Endocrinology,Adult,16-64,15-18 Months,1
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1905,Paed Endocrinology,Child,0-15, 0-3 Months,62
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1905,Paed Endocrinology,Child,0-15, 6-9 Months,16
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1905,Paed Endocrinology,Child,0-15, 9-12 Months,7
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1912,Paediatric Respiratory Medicine,Child,0-15, 0-3 Months,33
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1912,Paediatric Respiratory Medicine,Child,0-15, 3-6 Months,21
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1912,Paediatric Respiratory Medicine,Child,0-15, 9-12 Months,9
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,1912,Paediatric Respiratory Medicine,Child,0-15,12-15 Months,39
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2000,Plastic Surgery,Adult,16-64,15-18 Months,133
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2000,Plastic Surgery,Adult,65+,18 Months +,70
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2000,Plastic Surgery,Child,0-15, 0-3 Months,28
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2000,Plastic Surgery,Child,0-15, 6-9 Months,24
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2000,Plastic Surgery,Child,0-15, 9-12 Months,14
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2000,Plastic Surgery,Child,0-15,12-15 Months,18
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2300,Nephrology,Adult,65+,15-18 Months,1
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2400,Respiratory Medicine,Adult,16-64, 3-6 Months,106
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2400,Respiratory Medicine,Adult,16-64,12-15 Months,68
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2400,Respiratory Medicine,Adult,65+,15-18 Months,42
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2500,Rheumatology,Adult,16-64, 0-3 Months,180
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2500,Rheumatology,Adult,65+, 3-6 Months,45
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2500,Rheumatology,Adult,65+, 6-9 Months,42
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2500,Rheumatology,Adult,65+, 9-12 Months,27
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2500,Rheumatology,Adult,65+,12-15 Months,46
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Adult,16-64,15-18 Months,28
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Adult,16-64,18 Months +,20
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Adult,65+, 0-3 Months,74
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Adult,65+, 3-6 Months,42
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Adult,65+, 9-12 Months,10
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2600,General Surgery,Adult,65+,12-15 Months,8
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2603,Hepato-Biliary Surgery,Adult,65+, 0-3 Months,2
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2603,Hepato-Biliary Surgery,Adult,65+, 6-9 Months,7
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2604,Vascular Surgery,Adult,16-64,15-18 Months,69
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2604,Vascular Surgery,Adult,65+, 0-3 Months,102
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2604,Vascular Surgery,Adult,65+,18 Months +,29
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2604,Vascular Surgery,Child,0-15, 3-6 Months,1
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2604,Vascular Surgery,Child,0-15, 6-9 Months,1
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2605,Breast Surgery,Adult,16-64, 9-12 Months,188
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2605,Breast Surgery,Adult,16-64,15-18 Months,43
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2605,Breast Surgery,Adult,16-64,18 Months +,1
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2605,Breast Surgery,Adult,65+, 3-6 Months,79
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2605,Breast Surgery,Adult,65+, 6-9 Months,34
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,2605,Breast Surgery,Adult,65+,12-15 Months,28
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,5000,General Medicine,Adult,16-64, 0-3 Months,19
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,5000,General Medicine,Adult,16-64, 3-6 Months,22
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,5000,General Medicine,Adult,16-64, 6-9 Months,8
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,5000,General Medicine,Adult,16-64, 9-12 Months,4
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,5000,General Medicine,Adult,16-64,12-15 Months,4
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,7800,Urology,Adult,16-64, 0-3 Months,186
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,7800,Urology,Adult,16-64,18 Months +,294
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,7800,Urology,Adult,65+, 3-6 Months,88
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,7800,Urology,Adult,65+, 6-9 Months,64
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,7800,Urology,Adult,65+, 9-12 Months,33
25/03/2021,South/South West Hospital Group,0724,Cork University Hospital,7800,Urology,Adult,65+,12-15 Months,55
25/03/2021,South/South West Hospital Group,0725,Cork University Maternity Hospital,1503,Gynaecology,Adult,16-64, 0-3 Months,775
25/03/2021,South/South West Hospital Group,0725,Cork University Maternity Hospital,1503,Gynaecology,Child,0-15, 0-3 Months,21
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0100,Cardiology,Adult,16-64,15-18 Months,101
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0100,Cardiology,Adult,16-64,18 Months +,319
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0100,Cardiology,Adult,65+, 0-3 Months,50
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0100,Cardiology,Adult,65+, 3-6 Months,76
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0100,Cardiology,Adult,65+, 6-9 Months,76
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0100,Cardiology,Adult,65+, 9-12 Months,32
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0100,Cardiology,Adult,65+,12-15 Months,62
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0300,Dermatology,Adult,16-64,15-18 Months,41
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0300,Dermatology,Adult,16-64,18 Months +,65
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0300,Dermatology,Adult,65+, 3-6 Months,25
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0300,Dermatology,Adult,65+, 6-9 Months,19
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0300,Dermatology,Adult,65+, 9-12 Months,3
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0300,Dermatology,Adult,65+,12-15 Months,17
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0400,Endocrinology,Adult,16-64, 3-6 Months,23
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0400,Endocrinology,Adult,16-64, 6-9 Months,24
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0400,Endocrinology,Adult,16-64,12-15 Months,12
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0400,Endocrinology,Adult,65+,15-18 Months,2
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0402,Diabetes Mellitus,Adult,16-64, 3-6 Months,14
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0402,Diabetes Mellitus,Adult,16-64,12-15 Months,20
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0402,Diabetes Mellitus,Adult,65+,15-18 Months,12
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0600,Otolaryngology (ENT),Adult,16-64, 0-3 Months,70
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0600,Otolaryngology (ENT),Adult,16-64, 9-12 Months,49
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0600,Otolaryngology (ENT),Adult,65+, 3-6 Months,28
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0600,Otolaryngology (ENT),Adult,65+, 6-9 Months,29
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0600,Otolaryngology (ENT),Adult,65+,12-15 Months,22
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0600,Otolaryngology (ENT),Child,0-15,15-18 Months,28
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Adult,16-64, 0-3 Months,29
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Adult,16-64, 9-12 Months,6
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Adult,16-64,18 Months +,18
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Adult,65+, 3-6 Months,7
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Adult,65+, 6-9 Months,4
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0700,Gastro-Enterology,Adult,65+,12-15 Months,5
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0900,Geriatric Medicine,Adult,65+, 0-3 Months,11
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0900,Geriatric Medicine,Adult,65+, 6-9 Months,12
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,0900,Geriatric Medicine,Adult,65+, 9-12 Months,4
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1300,Neurology,Adult,65+, 0-3 Months,6
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1300,Neurology,Adult,65+,18 Months +,2
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1503,Gynaecology,Adult,65+,15-18 Months,5
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1503,Gynaecology,Adult,65+,18 Months +,9
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1503,Gynaecology,Child,0-15, 0-3 Months,2
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1503,Gynaecology,Child,0-15, 3-6 Months,6
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1503,Gynaecology,Child,0-15,12-15 Months,2
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1800,Orthopaedics,Adult,16-64, 6-9 Months,246
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1800,Orthopaedics,Adult,16-64,12-15 Months,196
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1800,Orthopaedics,Adult,65+,15-18 Months,117
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1800,Orthopaedics,Child,0-15, 9-12 Months,10
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1800,Orthopaedics,Child,0-15,18 Months +,9
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1900,Paediatrics,Adult,16-64, 0-3 Months,1
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1900,Paediatrics,Adult,16-64, 9-12 Months,1
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,1900,Paediatrics,Child,0-15,15-18 Months,21
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2000,Plastic Surgery,Adult,16-64, 9-12 Months,8
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2000,Plastic Surgery,Adult,16-64,18 Months +,29
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2000,Plastic Surgery,Adult,65+, 3-6 Months,10
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2000,Plastic Surgery,Adult,65+, 6-9 Months,7
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2000,Plastic Surgery,Child,0-15,15-18 Months,2
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2500,Rheumatology,Adult,16-64, 0-3 Months,76
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2500,Rheumatology,Adult,16-64, 3-6 Months,57
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2500,Rheumatology,Adult,16-64,12-15 Months,28
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Adult,16-64, 0-3 Months,401
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Adult,16-64, 3-6 Months,326
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Adult,16-64, 6-9 Months,326
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Adult,16-64, 9-12 Months,109
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Adult,16-64,12-15 Months,135
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Adult,16-64,18 Months +,101
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,2600,General Surgery,Child,0-15,15-18 Months,1
25/03/2021,South/South West Hospital Group,0726,University Hospital Kerry,5000,General Medicine,Child,0-15, 0-3 Months,1
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,0000,Small Volume Specialities,Adult,16-64,18 Months +,1
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,0100,Cardiology,Adult,16-64, 0-3 Months,112
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,0100,Cardiology,Adult,16-64, 3-6 Months,107
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,0100,Cardiology,Adult,16-64, 6-9 Months,63
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,0100,Cardiology,Adult,16-64, 9-12 Months,53
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,0100,Cardiology,Adult,16-64,12-15 Months,94
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,0700,Gastro-Enterology,Child,0-15,18 Months +,1
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,1100,Haematology,Adult,65+, 3-6 Months,5
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,1302,Paediatric Neurology,Adult,16-64,12-15 Months,2
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,1302,Paediatric Neurology,Child,0-15,18 Months +,28
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,1900,Paediatrics,Child,0-15, 0-3 Months,82
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,1900,Paediatrics,Child,0-15, 9-12 Months,9
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,2400,Respiratory Medicine,Adult,65+, 3-6 Months,38
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,2400,Respiratory Medicine,Adult,65+, 6-9 Months,28
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,2400,Respiratory Medicine,Adult,65+, 9-12 Months,24
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,2400,Respiratory Medicine,Adult,65+,12-15 Months,35
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,2600,General Surgery,Child,0-15, 0-3 Months,1
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Adult,16-64, 3-6 Months,25
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Adult,16-64, 6-9 Months,12
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Adult,16-64,12-15 Months,16
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,2602,Gastro-Intestinal Surgery,Adult,65+,15-18 Months,6
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,2604,Vascular Surgery,Adult,16-64, 3-6 Months,52
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,2604,Vascular Surgery,Adult,16-64, 6-9 Months,38
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,2604,Vascular Surgery,Adult,16-64,12-15 Months,36
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Adult,65+, 0-3 Months,2
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Adult,65+, 3-6 Months,2
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Adult,65+, 6-9 Months,3
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,5000,General Medicine,Adult,65+,12-15 Months,3
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Adult,65+,15-18 Months,12
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Adult,65+,18 Months +,78
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Child,0-15, 0-3 Months,34
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Child,0-15, 3-6 Months,71
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Child,0-15, 9-12 Months,18
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,7800,Urology,Child,0-15,12-15 Months,31
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,16-64,12-15 Months,69
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,16-64,18 Months +,451
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,8003,Pain Relief,Adult,65+, 0-3 Months,29
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,8900,Microbiology,Adult,16-64, 0-3 Months,40
25/03/2021,South/South West Hospital Group,0913,Mercy University Hospital,8900,Microbiology,Adult,16-64,18 Months +,2
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0300,Dermatology,Adult,16-64, 3-6 Months,466
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0300,Dermatology,Adult,16-64, 6-9 Months,213
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0300,Dermatology,Adult,16-64,12-15 Months,105
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0300,Dermatology,Adult,65+,15-18 Months,17
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0300,Dermatology,Child,0-15,18 Months +,60
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0400,Endocrinology,Adult,16-64,15-18 Months,43
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Adult,65+,15-18 Months,47
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Child,0-15, 0-3 Months,201
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Child,0-15, 3-6 Months,117
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Child,0-15, 6-9 Months,66
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Child,0-15, 9-12 Months,32
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,0600,Otolaryngology (ENT),Child,0-15,12-15 Months,33
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1600,Oncology,Adult,16-64, 0-3 Months,4
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,16-64,15-18 Months,386
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,65+, 3-6 Months,298
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,65+, 6-9 Months,215
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,65+, 9-12 Months,112
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,65+,12-15 Months,198
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,1800,Orthopaedics,Adult,65+,18 Months +,1013
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2000,Plastic Surgery,Adult,65+,15-18 Months,37
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2000,Plastic Surgery,Child,0-15, 0-3 Months,6
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Adult,16-64,15-18 Months,30
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Adult,65+, 0-3 Months,39
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Adult,65+, 9-12 Months,4
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Adult,65+,18 Months +,17
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Child,0-15, 3-6 Months,19
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2003,Maxillo-Facial,Child,0-15,12-15 Months,8
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2500,Rheumatology,Adult,16-64,15-18 Months,1
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2500,Rheumatology,Adult,65+, 0-3 Months,41
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2500,Rheumatology,Adult,65+, 9-12 Months,2
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2600,General Surgery,Child,0-15, 0-3 Months,23
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2600,General Surgery,Child,0-15, 3-6 Months,26
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2600,General Surgery,Child,0-15, 9-12 Months,2
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,2600,General Surgery,Child,0-15,12-15 Months,5
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,8003,Pain Relief,Adult,16-64, 0-3 Months,198
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,8003,Pain Relief,Adult,16-64, 6-9 Months,180
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,8003,Pain Relief,Adult,16-64, 9-12 Months,127
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,8003,Pain Relief,Adult,16-64,18 Months +,1335
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,8003,Pain Relief,Adult,65+, 3-6 Months,62
25/03/2021,South/South West Hospital Group,0915,South Infirmary Victoria University Hospital,8003,Pain Relief,Adult,65+,12-15 Months,61
25/03/2021,University of Limerick Hospital Group,0300,University Hospital Limerick,0100,Cardiology,Adult,16-64,15-18 Months,135
25/03/2021,University of Limerick Hospital Group,0300,University Hospital Limerick,0100,Cardiology,Adult,65+, 3-6 Months,144
25/03/2021,University of Limerick Hospital Group,0300,University Hospital Limerick,0100,Cardiology,Adult,65+,12-15 Months,90
25/03/2021,University of Limerick Hospital Group,0300,University Hospital Limerick,0100,Cardiology,Adult,65+,18 Months +,78
25/03/2021,University of Limerick Hospital Group,0300,University Hospital Limerick,0300,Dermatology,Adult,16-64,15-18 Months,236
25/03/2021,University of Limerick Hospital Group,0300,University Hospital Limerick,0300,Dermatology,Adult,16-64,18 Months +,1355
25/03/2021,University of Limerick Hospital Group,0300,University Hospital Limerick,0300,Dermatology,Adult,65+, 0-3 Months,148
25/03/2021,University of Limerick Hospital Group,0300,University Hospital Limerick,0300,Dermatology,Adult,65+, 3-6 Months,158
25/03/2021,University of Limerick Hospital Group,0300,University Hospital Limerick,0300,Dermatology,Adult,65+, 6-9 Months,132
25/03/2021,University of Limerick Hospital Group,0300,University Hospital Limerick,0300,Dermatology,Adult,65+, 9-12 Months,65
25/03/2021,University of Limerick Hospital Group,0300,University Hospital Limerick,0300,Dermatology,Adult,65+,12-15 Months,122
25/03/2021,University of Limerick Hospital Group,0300,University Hospital Limerick,0400,Endocrinology,Adult,16-64, 0-3 Months,106
