Archive_Date,Group,Hospital_HIPE,Hospital,Specialty_HIPE1,Speciality,Adult_Child,Age_Profile,Time_Bands,Total
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,0-15, 6-9 Months,292
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,0-15,15-18 Months,22
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,16-64,18 Months +,16
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1503,Gynaecology,Child,0-15, 0-3 Months,62
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1503,Gynaecology,Child,0-15, 6-9 Months,37
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1503,Gynaecology,Child,0-15, 9-12 Months,31
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1503,Gynaecology,Child,16-64, 3-6 Months,6
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1503,Gynaecology,Child,16-64,12-15 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,0-15,15-18 Months,223
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,16-64,18 Months +,125
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,0-15,15-18 Months,377
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,0-15,18 Months +,1103
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,16-64, 0-3 Months,17
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,16-64, 9-12 Months,18
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,0-15,15-18 Months,107
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,16-64, 0-3 Months,15
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,16-64,15-18 Months,4
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,16-64,18 Months +,35
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,0-15, 0-3 Months,702
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,0-15, 3-6 Months,554
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,0-15,12-15 Months,104
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,16-64, 0-3 Months,23
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,16-64, 6-9 Months,26
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,16-64, 9-12 Months,20
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,16-64,12-15 Months,9
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,16-64,15-18 Months,10
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,16-64,15-18 Months,6
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,0-15, 6-9 Months,28
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1910,Paed Metabolic Medicine,Child,16-64,18 Months +,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,0-15, 6-9 Months,59
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,0-15, 9-12 Months,48
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,0-15,18 Months +,41
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,16-64, 0-3 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,16-64, 3-6 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,16-64, 9-12 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,16-64,12-15 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Child,0-15,15-18 Months,170
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Child,16-64,15-18 Months,11
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,0-15, 0-3 Months,697
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,0-15, 6-9 Months,325
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,0-15, 9-12 Months,310
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,16-64, 3-6 Months,14
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,16-64, 6-9 Months,18
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,16-64,12-15 Months,21
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,0-15, 6-9 Months,30
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64,15-18 Months,10
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64,18 Months +,37
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2102,Child/Adolescent Psychiatry,Child,16-64, 0-3 Months,4
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15, 0-3 Months,118
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15, 9-12 Months,74
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,0-15,18 Months +,552
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64, 0-3 Months,4
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,0-15, 0-3 Months,603
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,0-15, 3-6 Months,458
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,0-15,12-15 Months,676
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,0-15,15-18 Months,560
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,16-64, 6-9 Months,9
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,16-64,15-18 Months,26
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,0-15,18 Months +,104
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,16-64, 0-3 Months,7
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,16-64, 3-6 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,16-64,15-18 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1503,Gynaecology,Child,16-64, 9-12 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,16-64, 9-12 Months,8
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,0-15, 9-12 Months,427
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,16-64,18 Months +,185
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,0-15, 0-3 Months,1435
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,0-15,18 Months +,326
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,16-64, 3-6 Months,18
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,16-64, 6-9 Months,7
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,16-64,12-15 Months,8
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,0-15, 9-12 Months,286
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,0-15,18 Months +,171
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,16-64,18 Months +,18
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,65+, 0-3 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1903,Paed Oncology,Child,0-15, 9-12 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1904,Neonatology,Child,0-15, 0-3 Months,9
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1904,Neonatology,Child,0-15, 3-6 Months,4
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1904,Neonatology,Child,0-15,12-15 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,0-15, 9-12 Months,58
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,16-64,18 Months +,8
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,16-64,18 Months +,91
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,16-64, 9-12 Months,4
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,16-64,18 Months +,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1909,Paediatric Infectious Diseases,Child,0-15, 9-12 Months,13
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1910,Paed Metabolic Medicine,Child,0-15, 0-3 Months,31
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1910,Paed Metabolic Medicine,Child,0-15, 3-6 Months,24
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1910,Paed Metabolic Medicine,Child,0-15, 6-9 Months,5
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1910,Paed Metabolic Medicine,Child,0-15,12-15 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1910,Paed Metabolic Medicine,Child,0-15,18 Months +,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1910,Paed Metabolic Medicine,Child,16-64, 0-3 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,16-64,18 Months +,7
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Child,0-15, 3-6 Months,138
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Child,0-15,12-15 Months,181
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1912,Paediatric Respiratory Medicine,Child,16-64, 9-12 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,0-15,18 Months +,2049
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,16-64, 0-3 Months,19
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,16-64,15-18 Months,26
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1915,Paediatric Dermatology,Child,16-64,18 Months +,377
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,0-15, 9-12 Months,76
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1916,Developmental Paediatrics,Child,16-64,18 Months +,13
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,0-15, 0-3 Months,269
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,0-15,18 Months +,264
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2000,Plastic Surgery,Child,16-64, 0-3 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0000,Small Volume Specialities,Child,0-15, 6-9 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,0-15, 9-12 Months,634
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,16-64,18 Months +,130
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,16-64, 9-12 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1402,Paediatric Neurosurgery,Child,0-15, 0-3 Months,21
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1402,Paediatric Neurosurgery,Child,0-15, 6-9 Months,4
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1402,Paediatric Neurosurgery,Child,0-15,15-18 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1402,Paediatric Neurosurgery,Child,0-15,18 Months +,7
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1402,Paediatric Neurosurgery,Child,16-64, 0-3 Months,5
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1402,Paediatric Neurosurgery,Child,16-64, 3-6 Months,4
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1503,Gynaecology,Child,0-15, 3-6 Months,46
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1503,Gynaecology,Child,0-15,12-15 Months,6
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1503,Gynaecology,Child,0-15,18 Months +,4
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1503,Gynaecology,Child,16-64, 0-3 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1503,Gynaecology,Child,16-64, 6-9 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,0-15,18 Months +,1677
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,16-64, 0-3 Months,10
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,16-64,15-18 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,0-15, 0-3 Months,668
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,0-15, 3-6 Months,613
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,16-64, 3-6 Months,22
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,16-64, 6-9 Months,12
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,16-64,12-15 Months,21
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,16-64,15-18 Months,27
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,0-15, 9-12 Months,194
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,16-64, 9-12 Months,8
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,0-15, 6-9 Months,368
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,0-15,15-18 Months,50
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,16-64, 3-6 Months,21
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1903,Paed Oncology,Child,0-15, 0-3 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1903,Paed Oncology,Child,0-15, 3-6 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1903,Paed Oncology,Child,0-15, 6-9 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,0-15, 0-3 Months,160
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,0-15, 6-9 Months,60
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,0-15,15-18 Months,59
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,0-15, 3-6 Months,147
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,0-15,15-18 Months,64
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,16-64, 9-12 Months,5
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,0-15, 0-3 Months,69
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,0-15, 3-6 Months,55
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,0-15,12-15 Months,13
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,16-64, 6-9 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,16-64,15-18 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1909,Paediatric Infectious Diseases,Child,0-15, 0-3 Months,31
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1909,Paediatric Infectious Diseases,Child,0-15, 3-6 Months,18
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1909,Paediatric Infectious Diseases,Child,0-15, 6-9 Months,30
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1909,Paediatric Infectious Diseases,Child,0-15,12-15 Months,25
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1909,Paediatric Infectious Diseases,Child,0-15,15-18 Months,6
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1909,Paediatric Infectious Diseases,Child,16-64,12-15 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1910,Paed Metabolic Medicine,Child,0-15, 9-12 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,0-15, 0-3 Months,171
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1911,Paed Nephrology,Child,0-15, 3-6 Months,111
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,0-15,18 Months +,1835
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,16-64, 0-3 Months,6
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,16-64, 3-6 Months,11
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,16-64, 9-12 Months,13
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,0601,Paediatric ENT,Child,16-64,12-15 Months,37
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,0-15, 0-3 Months,325
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,0-15, 3-6 Months,106
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,0-15, 6-9 Months,29
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,0-15, 9-12 Months,25
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,0-15,12-15 Months,27
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1302,Paediatric Neurology,Child,16-64,12-15 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1402,Paediatric Neurosurgery,Child,16-64, 9-12 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1503,Gynaecology,Child,0-15,15-18 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,0-15, 0-3 Months,623
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,0-15, 3-6 Months,368
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,0-15, 6-9 Months,173
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,0-15, 9-12 Months,247
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,0-15,12-15 Months,258
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,16-64, 3-6 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,16-64, 6-9 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1700,Ophthalmology,Child,16-64,12-15 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,0-15, 6-9 Months,398
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1802,Paed Orthopaedic,Child,0-15,12-15 Months,402
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,0-15, 3-6 Months,790
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,0-15, 6-9 Months,425
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1900,Paediatrics,Child,0-15,12-15 Months,159
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1902,Paed Cardiology,Child,16-64,15-18 Months,9
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1904,Neonatology,Child,0-15, 6-9 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,0-15, 3-6 Months,121
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,0-15,12-15 Months,75
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,0-15,18 Months +,45
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,16-64, 0-3 Months,8
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,16-64, 3-6 Months,7
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,16-64, 6-9 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,16-64, 9-12 Months,6
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1905,Paed Endocrinology,Child,16-64,12-15 Months,7
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,0-15, 0-3 Months,264
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,0-15, 6-9 Months,61
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,0-15, 9-12 Months,74
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,0-15,12-15 Months,61
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,0-15,18 Months +,458
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,16-64, 0-3 Months,4
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,16-64, 3-6 Months,7
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,16-64, 6-9 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1906,Paed Gastro-Enterol,Child,16-64,12-15 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,0-15, 9-12 Months,32
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,0-15,15-18 Months,4
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,0-15,18 Months +,18
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,16-64, 0-3 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1907,Paed Haematology,Child,16-64, 3-6 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1909,Paediatric Infectious Diseases,Child,0-15,18 Months +,6
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,1909,Paediatric Infectious Diseases,Child,16-64, 9-12 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64, 3-6 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64, 6-9 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,2500,Rheumatology,Child,16-64,12-15 Months,7
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15, 0-3 Months,149
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15, 9-12 Months,127
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,0-15,18 Months +,607
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64, 3-6 Months,39
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64, 6-9 Months,38
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,6700,Clinical (Medical) Genetics,Child,16-64,12-15 Months,55
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,16-64, 9-12 Months,3
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7000,Dental Surgery,Child,16-64,18 Months +,11
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7200,Paediatric Surgery,Child,16-64,15-18 Months,26
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,0-15, 0-3 Months,205
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,0-15, 3-6 Months,172
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,0-15, 6-9 Months,105
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,0-15, 9-12 Months,113
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,0-15,12-15 Months,150
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7803,Paediatric Urology,Child,16-64,12-15 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15, 0-3 Months,159
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15, 9-12 Months,77
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,0-15,18 Months +,989
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,16-64, 3-6 Months,1
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,7900,Clinical Immunology,Child,16-64,12-15 Months,2
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,0-15,18 Months +,34
28/01/2021,Children's Health Ireland,0000,Children's Health Ireland,8004,Paediatric Anaesthetics,Child,16-64, 0-3 Months,3
28/01/2021,Dublin Midlands Hospital Group,0102,Naas General Hospital,0000,Small Volume Specialities,Adult,16-64, 0-3 Months,1
