ArchiveDate,Adult_Child,HospitalName,0-6 Months,6-12 Months,12-18 Months,18 Months +,Total
28/03/2024,Adult,St. John's Hospital Limerick,389,270,27,1,687
28/03/2024,Adult,St. Luke's General Hospital Kilkenny,"3,608","1,383",469,176,"5,637"
28/03/2024,Adult,St. Michael's Hospital,"2,646",912,344,294,"4,195"
28/03/2024,Adult,St. Vincent's University Hospital,"18,680","7,444","2,352",730,"29,206"
28/03/2024,Adult,Tallaght University Hospital,"14,181","8,688","4,336","3,655","30,860"
28/03/2024,Adult,Tipperary University Hospital,"2,182",910,207,35,"3,333"
28/03/2024,Adult,University Hospital Kerry,"6,055","2,399",703,136,"9,293"
28/03/2024,Adult,University Hospital Limerick,"14,042","4,538","1,278",891,"20,748"
28/03/2024,Adult,University Hospital Waterford,"18,027","9,445","3,988","4,906","36,366"
28/03/2024,Adult,Wexford General Hospital,"2,845",815,256,109,"4,025"
28/03/2024,Child,Beaumont Hospital,47,8,3,0,58
28/03/2024,Child,Cavan General Hospital,847,308,5,2,"1,162"
28/03/2024,Child,Children's Health Ireland,"19,127","10,898","6,119","4,750","40,893"
28/03/2024,Child,Coombe Women and Infants University Hospital,31,13,5,0,49
28/03/2024,Child,Cork University Hospital,"3,378","1,565",532,368,"5,843"
28/03/2024,Child,Cork University Maternity Hospital,38,0,0,0,38
28/03/2024,Child,Croom Orthopaedic Hospital,182,21,4,2,208
28/03/2024,Child,Ennis Hospital,31,6,6,0,42
28/03/2024,Child,Galway University Hospitals,"3,106","1,202",465,896,"5,670"
28/03/2024,Child,Letterkenny University Hospital,"1,106",373,267,267,"2,013"
28/03/2024,Child,Mallow General Hospital,233,171,112,5,521
28/03/2024,Child,Mayo University Hospital,626,100,54,36,817
28/03/2024,Child,Mercy University Hospital,166,95,4,2,266
28/03/2024,Child,Midland Regional Hospital Mullingar,915,318,150,94,"1,476"
28/03/2024,Child,Midland Regional Hospital Portlaoise,720,350,178,50,"1,298"
28/03/2024,Child,Midland Regional Hospital Tullamore,"1,010",272,38,0,"1,320"
28/03/2024,Child,Naas General Hospital,2,0,0,0,2
28/03/2024,Child,National Maternity Hospital (Holles Street),49,19,0,0,68
28/03/2024,Child,National Orthopaedic Hospital Cappagh,96,54,46,26,222
28/03/2024,Child,Nenagh Hospital,8,3,3,0,13
28/03/2024,Child,Our Lady of Lourdes Hospital Drogheda,"2,220","1,294",188,21,"3,722"
28/03/2024,Child,Our Lady's Hospital Navan,1,1,0,0,2
28/03/2024,Child,Portiuncula University Hospital,367,41,10,0,418
28/03/2024,Child,Rotunda Hospital,25,0,0,0,25
28/03/2024,Child,Royal Victoria Eye and Ear Hospital,311,189,106,64,670
28/03/2024,Child,Sligo University Hospital,"1,234",146,50,95,"1,525"
28/03/2024,Child,South Infirmary Victoria University Hospital,"1,589",823,261,289,"2,962"
28/03/2024,Child,St. John's Hospital Limerick,3,0,0,0,3
28/03/2024,Child,St. Luke's General Hospital Kilkenny,407,29,9,2,448
28/03/2024,Child,Tallaght University Hospital,20,3,0,0,23
28/03/2024,Child,Tipperary University Hospital,285,52,2,0,339
28/03/2024,Child,University Hospital Kerry,742,229,55,7,"1,033"
28/03/2024,Child,University Hospital Limerick,"2,715",906,258,138,"4,017"
28/03/2024,Child,University Hospital Waterford,"2,099","1,062",347,306,"3,814"
28/03/2024,Child,Wexford General Hospital,628,312,86,1,"1,027"
25/04/2024,Adult,Bantry General Hospital,697,103,16,2,818
25/04/2024,Adult,Beaumont Hospital,"25,889","12,216","1,867",212,"40,185"
25/04/2024,Adult,Cavan General Hospital,"5,009","2,700",152,66,"7,927"
25/04/2024,Adult,Connolly Hospital Blanchardstown,"4,838",244,19,0,"5,101"
25/04/2024,Adult,Coombe Women and Infants University Hospital,"1,477",766,162,21,"2,426"
25/04/2024,Adult,Cork University Hospital,"15,469","7,225","3,513","4,999","31,206"
25/04/2024,Adult,Cork University Maternity Hospital,"2,253",56,3,0,"2,311"
25/04/2024,Adult,Croom Orthopaedic Hospital,"3,130","1,357",438,78,"5,003"
